R,Ticker Symbol,Quantity,Price,Mkt_LMT,Customer Side,Exchange Code,Main Order Account,app_id,Current Date,Trade Date and Time,Firm,Branch,seq_num,Order Open Quantity,Order Stop Price,Inventory Account,Counterparty Account or Trader,give_up,Basket,Order Id,Commission Rate,Commission Indicator,Mark Up,Internal Note,Order Route To,Is Cancelled,contra_specialist,contra_mnemonic,contra_badge,contra_qty,contra_date,contra_time,Ticket Id,Latest Parent Order Id,minor_id,OMHS Event
R,        YHOO,       300,         25.1400,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:31:52,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464196,1464168,0,BOT
R,        YHOO,       500,         25.1400,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:31:52,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464198,1464168,0,BOT
R,        YHOO,       300,         25.1300,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:31:52,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464200,1464168,0,BOT
R,         LEA,      5000,         57.5000,         57.5000,SELL,UN,GUGGX,,20130904,04/26/2013 09:32:42,,,,         0,          0.0000,,GUGGX,,,1464202,,T,0,,ETGO,N,,,0,0,0000-00-00,00:00:00,1464202,1475805,0,ORDER
R,        YHOO,       300,         25.2000,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:32:57,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464205,1464168,0,BOT
R,        YHOO,       300,         25.2000,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:32:57,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464203,1464168,0,BOT
R,        YHOO,       300,         25.1900,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:33:07,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464209,1464168,0,BOT
R,        YHOO,       100,         25.1900,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:33:39,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464211,1464168,0,BOT
R,        YHOO,       300,         25.1900,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:33:39,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464213,1464168,0,BOT
R,        YHOO,       300,         25.1900,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:33:39,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464215,1464168,0,BOT
R,        YHOO,       100,         25.1900,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:33:39,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464217,1464168,0,BOT
R,        YHOO,       100,         25.1900,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:33:39,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464219,1464168,0,BOT
R,        YHOO,       300,         25.2200,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:34:27,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464227,1464168,0,BOT
R,        YHOO,       300,         25.2200,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:34:27,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464225,1464168,0,BOT
R,        YHOO,       100,         25.2200,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:34:27,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464223,1464168,0,BOT
R,        YHOO,       200,         25.2200,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:34:27,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464221,1464168,0,BOT
R,        YHOO,       100,         25.2100,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:34:52,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464229,1464168,0,BOT
R,        YHOO,       300,         25.2100,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:34:52,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464231,1464168,0,BOT
R,        YHOO,       200,         25.2100,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:34:52,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464233,1464168,0,BOT
R,        YHOO,       200,         25.1800,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:35:09,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464235,1464168,0,BOT
R,        YHOO,       200,         25.1800,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:35:10,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464237,1464168,0,BOT
R,        YHOO,       200,         25.1700,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:35:10,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464239,1464168,0,BOT
R,         LEA,       100,         57.5000,         57.5000,SELL,UN,GUGGX,,20130904,04/26/2013 09:35:13,,,,     10000,          0.0000,PDS0000191,ETGO,,,1475805,0,T,0,,ETGO,N,,,0,0,0000-00-00,00:00:00,1464241,1475805,0,SOLD
R,         LEA,         6,         57.5000,         57.5000,SELL,UN,GUGGX,,20130904,04/26/2013 09:35:14,,,,     10000,          0.0000,PDS0000191,ETGO,,,1475805,0,T,0,,ETGO,N,,,0,0,0000-00-00,00:00:00,1464243,1475805,0,SOLD
R,         LEA,       600,         57.5000,         57.5000,SELL,UN,GUGGX,,20130904,04/26/2013 09:35:15,,,,     10000,          0.0000,PDS0000191,ETGO,,,1475805,0,T,0,,ETGO,N,,,0,0,0000-00-00,00:00:00,1464257,1475805,0,SOLD
R,         LEA,       100,         57.5100,         57.5000,SELL,UN,GUGGX,,20130904,04/26/2013 09:35:15,,,,     10000,          0.0000,PDS0000191,ETGO,,,1475805,0,T,0,,ETGO,N,,,0,0,0000-00-00,00:00:00,1464259,1475805,0,SOLD
R,         LEA,       200,         57.5000,         57.5000,SELL,UN,GUGGX,,20130904,04/26/2013 09:35:15,,,,     10000,          0.0000,PDS0000191,ETGO,,,1475805,0,T,0,,ETGO,N,,,0,0,0000-00-00,00:00:00,1464255,1475805,0,SOLD
R,         LEA,       100,         57.5000,         57.5000,SELL,UN,GUGGX,,20130904,04/26/2013 09:35:15,,,,     10000,          0.0000,PDS0000191,ETGO,,,1475805,0,T,0,,ETGO,N,,,0,0,0000-00-00,00:00:00,1464253,1475805,0,SOLD
R,         LEA,       100,         57.5000,         57.5000,SELL,UN,GUGGX,,20130904,04/26/2013 09:35:15,,,,     10000,          0.0000,PDS0000191,ETGO,,,1475805,0,T,0,,ETGO,N,,,0,0,0000-00-00,00:00:00,1464251,1475805,0,SOLD
R,         LEA,        22,         57.5000,         57.5000,SELL,UN,GUGGX,,20130904,04/26/2013 09:35:15,,,,     10000,          0.0000,PDS0000191,ETGO,,,1475805,0,T,0,,ETGO,N,,,0,0,0000-00-00,00:00:00,1464249,1475805,0,SOLD
R,         LEA,       678,         57.5000,         57.5000,SELL,UN,GUGGX,,20130904,04/26/2013 09:35:15,,,,     10000,          0.0000,PDS0000191,ETGO,,,1475805,0,T,0,,ETGO,N,,,0,0,0000-00-00,00:00:00,1464247,1475805,0,SOLD
R,         LEA,       116,         57.5000,         57.5000,SELL,UN,GUGGX,,20130904,04/26/2013 09:35:15,,,,     10000,          0.0000,PDS0000191,ETGO,,,1475805,0,T,0,,ETGO,N,,,0,0,0000-00-00,00:00:00,1464245,1475805,0,SOLD
R,         LEA,        55,         57.5000,         57.5000,SELL,UN,GUGGX,,20130904,04/26/2013 09:35:20,,,,     10000,          0.0000,PDS0000191,ETGO,,,1475805,0,T,0,,ETGO,N,,,0,0,0000-00-00,00:00:00,1464263,1475805,0,SOLD
R,         LEA,       200,         57.5000,         57.5000,SELL,UN,GUGGX,,20130904,04/26/2013 09:35:20,,,,     10000,          0.0000,PDS0000191,ETGO,,,1475805,0,T,0,,ETGO,N,,,0,0,0000-00-00,00:00:00,1464265,1475805,0,SOLD
R,         LEA,       100,         57.5000,         57.5000,SELL,UN,GUGGX,,20130904,04/26/2013 09:35:20,,,,     10000,          0.0000,PDS0000191,ETGO,,,1475805,0,T,0,,ETGO,N,,,0,0,0000-00-00,00:00:00,1464267,1475805,0,SOLD
R,         LEA,       145,         57.5000,         57.5000,SELL,UN,GUGGX,,20130904,04/26/2013 09:35:20,,,,     10000,          0.0000,PDS0000191,ETGO,,,1475805,0,T,0,,ETGO,N,,,0,0,0000-00-00,00:00:00,1464269,1475805,0,SOLD
R,         LEA,       100,         57.5000,         57.5000,SELL,UN,GUGGX,,20130904,04/26/2013 09:35:20,,,,     10000,          0.0000,PDS0000191,ETGO,,,1475805,0,T,0,,ETGO,N,,,0,0,0000-00-00,00:00:00,1464271,1475805,0,SOLD
R,         LEA,       100,         57.5000,         57.5000,SELL,UN,GUGGX,,20130904,04/26/2013 09:35:20,,,,     10000,          0.0000,PDS0000191,ETGO,,,1475805,0,T,0,,ETGO,N,,,0,0,0000-00-00,00:00:00,1464273,1475805,0,SOLD
R,        YHOO,       200,         25.1700,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:35:38,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464277,1464168,0,BOT
R,        YHOO,       100,         25.1700,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:35:38,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464279,1464168,0,BOT
R,        YHOO,       300,         25.1700,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:35:38,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464275,1464168,0,BOT
R,        YHOO,         6,         25.1600,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:35:51,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464281,1464168,0,BOT
R,        YHOO,       294,         25.1600,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:36:36,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464286,1464168,0,BOT
R,        YHOO,       300,         25.1600,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:36:36,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464288,1464168,0,BOT
R,        YHOO,       206,         25.1600,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:36:36,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464290,1464168,0,BOT
R,        YHOO,        94,         25.1600,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:36:36,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464292,1464168,0,BOT
R,        YHOO,       100,         25.1550,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:36:36,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464294,1464168,0,BOT
R,        YHOO,       200,         25.1400,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:36:37,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464302,1464168,0,BOT
R,        YHOO,       200,         25.1500,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:36:37,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464300,1464168,0,BOT
R,        YHOO,       200,         25.1500,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:36:37,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464298,1464168,0,BOT
R,         BKW,       100,         18.2900,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:37:02,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464404,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464304,1464283,0,SOLD
R,         BKW,       100,         18.2900,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:37:40,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464404,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464308,1464283,0,SOLD
R,         BKW,       100,         18.2900,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:37:40,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464404,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464324,1464283,0,SOLD
R,         BKW,       100,         18.2900,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:37:40,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464404,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464322,1464283,0,SOLD
R,         BKW,       100,         18.2900,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:37:40,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464404,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464320,1464283,0,SOLD
R,         BKW,       100,         18.2900,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:37:40,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464404,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464318,1464283,0,SOLD
R,         BKW,       100,         18.2900,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:37:40,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464404,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464316,1464283,0,SOLD
R,         BKW,       100,         18.2900,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:37:40,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464404,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464314,1464283,0,SOLD
R,         BKW,       100,         18.2900,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:37:40,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464404,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464312,1464283,0,SOLD
R,         BKW,       100,         18.2900,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:37:40,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464404,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464310,1464283,0,SOLD
R,        YHOO,       200,         25.2250,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:38:17,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464326,1464168,0,BOT
R,         LEA,       100,         57.5000,         57.5000,SELL,UN,GUGGX,,20130904,04/26/2013 09:38:21,,,,     10000,          0.0000,PDS0000191,ETGO,,,1475805,0,T,0,,ETGO,N,,,0,0,0000-00-00,00:00:00,1464328,1475805,0,SOLD
R,        YHOO,       300,         25.2000,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:38:28,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464332,1464168,0,BOT
R,        YHOO,       100,         25.2050,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:38:28,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464334,1464168,0,BOT
R,        YHOO,       300,         25.2000,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:38:28,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464336,1464168,0,BOT
R,        YHOO,       100,         25.2050,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:38:28,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464338,1464168,0,BOT
R,        YHOO,       100,         25.2050,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:38:28,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464340,1464168,0,BOT
R,         BKW,       100,         18.2100,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:38:31,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464283,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464344,1464283,0,SOLD
R,         BKW,       100,         18.2000,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:38:31,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464283,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464342,1464283,0,SOLD
R,         BKW,       100,         18.2100,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:38:32,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464283,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464346,1464283,0,SOLD
R,        YHOO,       200,         25.1900,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:38:34,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464348,1464168,0,BOT
R,        YHOO,       100,         25.1900,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:38:34,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464350,1464168,0,BOT
R,        YHOO,        11,         25.1900,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:38:34,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464352,1464168,0,BOT
R,        YHOO,       100,         25.1900,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:38:34,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464354,1464168,0,BOT
R,        YHOO,       189,         25.1900,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:38:34,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464356,1464168,0,BOT
R,        YHOO,       100,         25.1900,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:38:34,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464358,1464168,0,BOT
R,         BKW,       100,         18.2000,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:38:34,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464283,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464360,1464283,0,SOLD
R,         BKW,       100,         18.2000,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:38:35,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464283,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464364,1464283,0,SOLD
R,         BKW,       100,         18.2000,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:38:35,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464283,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464362,1464283,0,SOLD
R,         BKW,       100,         18.1900,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:38:42,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464283,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464366,1464283,0,SOLD
R,         BKW,        50,         18.1900,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:39:08,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464283,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464368,1464283,0,SOLD
R,         BKW,        50,         18.1900,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:39:25,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464283,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464376,1464283,0,SOLD
R,         BKW,        50,         18.1900,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:39:25,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464283,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464374,1464283,0,SOLD
R,         BKW,        50,         18.1900,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:39:25,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464283,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464372,1464283,0,SOLD
R,         BKW,        50,         18.1900,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:39:25,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464283,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464370,1464283,0,SOLD
R,         BKW,      3150,         18.1600,          0.0000,SSL,UN,NOMDX,,20130904,04/26/2013 09:39:29,,,,     19900,          0.0000,PDS0000191,BCAL,,,1464404,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464380,1464283,0,SOLD
R,        YHOO,       300,         25.2200,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:39:30,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464382,1464168,0,BOT
R,        YHOO,       200,         25.2250,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:39:30,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464384,1464168,0,BOT
R,        YHOO,       185,         25.2200,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:39:30,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464386,1464168,0,BOT
R,        YHOO,       215,         25.2200,          0.0000,BUY,UQ,YORKX,,20130904,04/26/2013 09:39:30,,,,         0,          0.0000,PDS0000191,BCAL,,,1464168,0,T,0,,BCAL,N,,,0,0,0000-00-00,00:00:00,1464388,1464168,0,BOT
