"Trade Date","ADVISOR / CLIENT","RR #","Symbol","B/S","Shares","Price","Commission","Comm./Shr. ($)"
"10/09/2012","TUDOR INVESTORS","028","MTW","SS","10,000","14.02","300.00","0.030"
"10/22/2012","TUDOR INVESTORS","028","MW","B","16,900","32.50","507.00","0.030"
"10/11/2012","TUDOR INVESTORS","028","NUE","S","15,000","39.02","450.00","0.030"
"09/19/2012","TUDOR INVESTORS","028","PCAR","SS","5,000","42.26","150.00","0.030"
"09/19/2012","TUDOR INVESTORS","028","PCL","S","10,000","43.77","300.00","0.030"
"12/13/2012","TUDOR INVESTORS","028","PCP","B","5,000","184.90","150.00","0.030"
"11/26/2012","TUDOR INVESTORS","028","PH","SS","5,000","81.06","150.00","0.030"
"09/11/2012","TUDOR INVESTORS","028","PNR","B","10,000","43.07","300.00","0.030"
"10/03/2012","TUDOR INVESTORS","028","PNR","SS","5,000","44.47","150.00","0.030"
"10/05/2012","TUDOR INVESTORS","028","PNR","SS","4,995","45.37","149.85","0.030"
"11/21/2012","TUDOR INVESTORS","028","PPG","B","5,000","121.71","150.00","0.030"
"12/13/2012","TUDOR INVESTORS","028","PPG","S","5,000","124.61","150.00","0.030"
"10/11/2012","TUDOR INVESTORS","028","PWR","B","4,000","24.20","120.00","0.030"
"09/19/2012","TUDOR INVESTORS","028","RBC","SS","5,000","72.96","150.00","0.030"
"12/03/2012","TUDOR INVESTORS","028","RFP","SS","5,000","11.77","150.00","0.030"
"12/10/2012","TUDOR INVESTORS","028","ROST","SS","12,500","55.60","375.00","0.030"
"12/05/2012","TUDOR INVESTORS","028","SCCO","B","10,000","36.51","300.00","0.030"
"12/03/2012","TUDOR INVESTORS","028","SPW","B","5,000","68.39","150.00","0.030"
"11/26/2012","TUDOR INVESTORS","028","SWC","B","15,000","11.37","450.00","0.030"
"11/26/2012","TUDOR INVESTORS","028","TCK","B","5,000","32.45","150.00","0.030"
"09/25/2012","TUDOR INVESTORS","028","TEX","B","14,000","22.61","420.00","0.030"
"10/09/2012","TUDOR INVESTORS","028","TEX","B","5,000","23.38","150.00","0.030"
"09/19/2012","TUDOR INVESTORS","028","TGI","B","5,000","60.55","150.00","0.030"
"11/21/2012","TUDOR INVESTORS","028","TGI","B","5,000","63.95","150.00","0.030"
"11/07/2012","TUDOR INVESTORS","028","TGT","B","75,000","63.00","2,250.00","0.030"
"09/19/2012","TUDOR INVESTORS","028","TRW","B","5,000","46.95","150.00","0.030"
"10/09/2012","TUDOR INVESTORS","028","TRW","B","10,000","47.78","300.00","0.030"
"12/03/2012","TUDOR INVESTORS","028","TRW","S","5,000","51.09","150.00","0.030"
"12/05/2012","TUDOR INVESTORS","028","TSN","S","20,000","19.48","600.00","0.030"
"10/05/2012","TUDOR INVESTORS","028","TXT","B","10,000","25.97","300.00","0.030"
"10/01/2012","TUDOR INVESTORS","028","TYC","B","10,000","28.03","300.00","0.030"
"10/11/2012","TUDOR INVESTORS","028","UPS","B","5,000","72.92","150.00","0.030"
"09/19/2012","TUDOR INVESTORS","028","UPS","SS","5,000","74.77","150.00","0.030"
"09/27/2012","TUDOR INVESTORS","028","URI","B","5,000","33.01","150.00","0.030"
"10/05/2012","TUDOR INVESTORS","028","URI","S","5,000","35.00","150.00","0.030"
"10/11/2012","TUDOR INVESTORS","028","URI","S","5,000","32.65","150.00","0.030"
"11/21/2012","TUDOR INVESTORS","028","URI","S","5,000","41.22","150.00","0.030"
"10/09/2012","TUDOR INVESTORS","028","VAL","B","4,000","57.61","120.00","0.030"
"12/13/2012","TUDOR INVESTORS","028","VAL","B","5,000","59.33","150.00","0.030"
"09/19/2012","TUDOR INVESTORS","028","VAL","S","10,000","58.01","300.00","0.030"
"10/19/2012","TUDOR INVESTORS","028","VALE","B","10,000","18.29","300.00","0.030"
"09/19/2012","TUDOR INVESTORS","028","WBC","B","5,000","59.68","150.00","0.030"
"12/12/2012","TUDOR INVESTORS","028","WFM","B","15,000","90.48","450.00","0.030"
"11/21/2012","TUDOR INVESTORS","028","WNC","SS","5,000","8.14","150.00","0.030"
"12/03/2012","TUDOR INVESTORS","028","WNC","SS","5,000","8.15","150.00","0.030"
"09/19/2012","TUDOR INVESTORS","028","WY","B","15,000","26.36","450.00","0.030"
"11/16/2012","TUDOR INVESTORS","028","WY","B","5,000","25.08","150.00","0.030"
"11/21/2012","TUDOR INVESTORS","028","X","SS","5,000","21.57","150.00","0.030"
"11/26/2012","TUDOR INVESTORS","028","XHB","SS","10,000","26.05","300.00","0.030"
"09/06/2012","TUDOR INVESTORS","028","ZUMZ","B","25,000","28.56","750.00","0.030"
"09/10/2012","TUDOR INVESTORS","028","ZUMZ","B","12,500","27.49","375.00","0.030"
"09/26/2012","TUDOR INVESTORS","028","ZUMZ","SS","37,500","26.52","1,125.00","0.030"
"10/11/2012","TUDOR INVESTORS","028","ZUMZ","SS","12,500","26.75","375.00","0.030"
"10/15/2012","TUDOR INVESTORS","028","ZUMZ","SS","12,500","26.75","375.00","0.030"
"10/17/2012","TUDOR INVESTORS","028","ZUMZ","SS","800","27.25","24.00","0.030"
"11/28/2012","TUDOR INVESTORS","028","ZUMZ","SS","17,500","20.36","525.00","0.030"
