"Trade Date","ADVISOR / CLIENT","RR #","Symbol","B/S","Shares","Price","Commission","Comm./Shr. ($)"
"04/26/2012","APEX CAPITAL MGMT.      ","261","BYI","B","1,700","47.69","68.00","0.040"
"11/15/2012","APEX CAPITAL MGMT.      ","261","CI","S","14,500","50.32","580.00","0.000"
"04/26/2012","APEX CAPITAL MGMT.      ","261","CLR","B","700","88.93","28.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","CMG","SS","1,000","291.08","40.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","CNQR","B","1,600","56.41","64.00","0.040"
"03/18/2011","APEX CAPITAL MGMT.      ","261","COH","B","150,000","50.23","6,000.00","0.040"
"03/24/2011","APEX CAPITAL MGMT.      ","261","COH","B","100,000","51.77","4,000.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","COP","SS","11,700","60.12","468.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","CRI","B","3,100","55.90","124.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","CRM","B","200","152.62","8.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","CRM","SS","2,900","113.71","116.00","0.040"
"05/10/2012","APEX CAPITAL MGMT.      ","261","CSCO","B","400,000","17.01","16,000.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","CTRP","S","8,500","21.51","340.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","CY","SS","47,900","14.04","1,916.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","DNR","S","900","18.73","36.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","DO","SS","4,200","52.26","168.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","DRC","B","100","48.17","4.00","0.040"
"07/30/2012","APEX CAPITAL MGMT.      ","261","DVN","SS","50,000","59.42","2,000.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","DWA","S","2,700","17.84","108.00","0.040"
"09/01/2011","APEX CAPITAL MGMT.      ","261","DXCM","B","15,500","11.95","620.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","DXCM","B","11,500","11.77","460.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","EAT","B","1,700","31.56","68.00","0.040"
"01/14/2011","APEX CAPITAL MGMT.      ","261","EBAY","B","75,000","28.85","3,000.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","ERTS","S","2,400","19.55","96.00","0.040"
"08/01/2011","APEX CAPITAL MGMT.      ","261","ESV","B","25,000","53.29","1,000.00","0.040"
"11/15/2012","APEX CAPITAL MGMT.      ","261","EXP","SS","13,100","50.88","524.00","0.000"
"04/26/2012","APEX CAPITAL MGMT.      ","261","FCN","B","1,500","35.99","60.00","0.040"
"09/02/2011","APEX CAPITAL MGMT.      ","261","GIII","B","800","27.46","32.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","GIII","B","4,400","22.33","176.00","0.040"
"09/01/2011","APEX CAPITAL MGMT.      ","261","GILD","B","17,100","39.80","684.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","GOOG","S","800","613.65","32.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","GRFS","S","10,500","9.48","315.00","0.030"
"10/04/2011","APEX CAPITAL MGMT.      ","261","GRMN","SS","11,400","31.19","456.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","GTLS","B","600","75.15","24.00","0.040"
"11/15/2012","APEX CAPITAL MGMT.      ","261","HLF","B","21,100","45.75","844.00","0.000"
"09/02/2011","APEX CAPITAL MGMT.      ","261","HNT","B","700","24.07","28.00","0.040"
"09/01/2011","APEX CAPITAL MGMT.      ","261","HNZ","SS","4,100","52.46","164.00","0.040"
"08/08/2011","APEX CAPITAL MGMT.      ","261","HON","C","24,500","46.43","980.00","0.040"
"08/10/2011","APEX CAPITAL MGMT.      ","261","HON","C","97,800","44.66","3,912.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","IBM","B","900","205.12","36.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","ICON","B","10,600","15.03","424.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","INCY","B","2,300","21.20","92.00","0.040"
"04/12/2012","APEX CAPITAL MGMT.      ","261","INTC","C","313,000","28.24","12,520.00","0.040"
"09/01/2011","APEX CAPITAL MGMT.      ","261","IPI","SS","3,900","34.25","156.00","0.040"
"09/02/2011","APEX CAPITAL MGMT.      ","261","ITMN","B","2,200","25.37","88.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","ITW","B","1,700","57.37","68.00","0.040"
"09/01/2011","APEX CAPITAL MGMT.      ","261","ITW","SS","4,600","45.74","184.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","IWM","SS","12,800","61.46","256.00","0.020"
"10/04/2011","APEX CAPITAL MGMT.      ","261","IYT","SS","4,500","72.69","90.00","0.020"
"10/03/2011","APEX CAPITAL MGMT.      ","261","JCP","SS","98,000","26.22","3,920.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","JIVE","B","2,800","23.76","112.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","JOY","S","900","71.72","36.00","0.040"
"09/02/2011","APEX CAPITAL MGMT.      ","261","JPM","B","800","34.88","32.00","0.040"
"03/24/2011","APEX CAPITAL MGMT.      ","261","JPM","S","25,500","45.67","1,020.00","0.040"
"09/01/2011","APEX CAPITAL MGMT.      ","261","JWN","B","15,900","44.97","636.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","JWN","B","10,600","46.70","424.00","0.040"
"03/24/2011","APEX CAPITAL MGMT.      ","261","JWN","S","75,000","43.44","3,000.00","0.040"
"03/24/2011","APEX CAPITAL MGMT.      ","261","KSS","S","50,000","52.66","2,000.00","0.040"
"09/02/2011","APEX CAPITAL MGMT.      ","261","LAMR","B","1,000","20.12","40.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","LEA","B","4,100","40.85","164.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","LH","SS","4,000","76.28","160.00","0.040"
"09/01/2011","APEX CAPITAL MGMT.      ","261","LLY","SS","16,900","37.37","676.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","LLY","SS","14,400","36.06","576.00","0.040"
"06/14/2011","APEX CAPITAL MGMT.      ","261","LTD","B","95,000","36.99","3,800.00","0.040"
"09/02/2011","APEX CAPITAL MGMT.      ","261","LTD","B","2,500","36.06","100.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","LTD","S","10,600","49.81","424.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","LTM","SS","11,200","35.88","448.00","0.040"
"03/01/2011","APEX CAPITAL MGMT.      ","261","MAR","SS","63,300","38.19","2,532.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","MCD","B","1,400","95.40","56.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","MDT","B","2,300","37.05","92.00","0.040"
"09/01/2011","APEX CAPITAL MGMT.      ","261","MDY","SS","4,900","158.18","98.00","0.020"
"09/24/2012","APEX CAPITAL MGMT.      ","261","MGM","B","100,000","10.79","4,000.00","0.000"
"10/03/2012","APEX CAPITAL MGMT.      ","261","MGM","B","50,000","10.60","2,000.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","MHK","B","900","65.87","36.00","0.040"
"09/01/2011","APEX CAPITAL MGMT.      ","261","MMYT","B","13,900","19.23","556.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","MSTR","S","700","142.20","28.00","0.040"
"09/02/2011","APEX CAPITAL MGMT.      ","261","MTW","B","3,200","9.93","128.00","0.040"
"08/03/2012","APEX CAPITAL MGMT.      ","261","MTW","B","150,000","12.17","6,000.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","NAV","B","4,800","31.14","192.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","NBL","S","700","98.19","28.00","0.040"
"09/01/2011","APEX CAPITAL MGMT.      ","261","NFLX","B","4,600","235.57","184.00","0.040"
"10/01/2012","APEX CAPITAL MGMT.      ","261","NFLX","B","100,000","56.11","4,000.00","0.000"
"09/02/2011","APEX CAPITAL MGMT.      ","261","NKTR","B","2,600","5.37","78.00","0.030"
"11/15/2012","APEX CAPITAL MGMT.      ","261","NOG","C","21,400","13.97","856.00","0.000"
"09/02/2011","APEX CAPITAL MGMT.      ","261","NVO","C","3,500","104.75","140.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","OIH","B","700","40.64","14.00","0.020"
"09/02/2011","APEX CAPITAL MGMT.      ","261","OIH","C","2,200","127.99","44.00","0.020"
"10/04/2011","APEX CAPITAL MGMT.      ","261","OIH","SS","1,500","97.88","30.00","0.020"
"04/26/2012","APEX CAPITAL MGMT.      ","261","ONXX","S","2,700","46.73","108.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","OTEX","SS","11,000","48.28","440.00","0.040"
"11/15/2012","APEX CAPITAL MGMT.      ","261","OTEX","SS","14,000","52.48","560.00","0.000"
"09/02/2011","APEX CAPITAL MGMT.      ","261","OXY","B","900","83.57","36.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","OXY","S","2,700","90.49","108.00","0.040"
"03/17/2011","APEX CAPITAL MGMT.      ","261","PPG","SS","72,700","87.13","2,908.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","PPO","S","2,800","37.30","112.00","0.040"
"05/20/2011","APEX CAPITAL MGMT.      ","261","PVH","B","125,000","65.81","5,000.00","0.040"
"09/02/2011","APEX CAPITAL MGMT.      ","261","PVH","B","800","62.98","32.00","0.040"
"09/01/2011","APEX CAPITAL MGMT.      ","261","RAD","B","193,100","1.11","1,931.00","0.010"
"10/04/2011","APEX CAPITAL MGMT.      ","261","RAD","B","181,400","0.90","3,628.00","0.020"
"04/26/2012","APEX CAPITAL MGMT.      ","261","RAD","S","71,000","1.42","1,420.00","0.020"
"04/26/2012","APEX CAPITAL MGMT.      ","261","RAX","B","2,400","57.12","96.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","RDY","SS","3,900","28.97","156.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","RGR","B","100","55.07","4.00","0.040"
"03/21/2011","APEX CAPITAL MGMT.      ","261","RIMM","S","150,000","62.30","6,000.00","0.040"
"09/01/2011","APEX CAPITAL MGMT.      ","261","RL","SS","3,700","136.64","148.00","0.040"
"04/01/2011","APEX CAPITAL MGMT.      ","261","RUE","SS","26,000","28.77","1,040.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","SAP","SS","11,000","48.71","440.00","0.040"
"09/01/2011","APEX CAPITAL MGMT.      ","261","SCLN","B","18,000","4.59","360.00","0.020"
"04/01/2011","APEX CAPITAL MGMT.      ","261","SD","B","173,500","13.23","6,940.00","0.040"
"08/01/2011","APEX CAPITAL MGMT.      ","261","SD","B","25,000","11.80","1,000.00","0.040"
"08/05/2011","APEX CAPITAL MGMT.      ","261","SD","S","75,000","8.11","2,250.00","0.030"
"04/26/2012","APEX CAPITAL MGMT.      ","261","SFLY","S","9,100","31.15","364.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","SGEN","B","2,300","19.85","92.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","SGEN","SS","13,300","19.69","532.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","SHLD","SS","1,600","61.05","64.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","SIAL","SS","4,700","60.45","188.00","0.040"
"09/01/2011","APEX CAPITAL MGMT.      ","261","SINA","B","4,400","106.54","176.00","0.040"
"09/01/2011","APEX CAPITAL MGMT.      ","261","SLB","B","3,900","77.72","156.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","SLB","B","3,900","56.46","156.00","0.040"
"09/02/2011","APEX CAPITAL MGMT.      ","261","SOA","B","3,000","16.43","120.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","SPLK","B","1,400","34.66","56.00","0.040"
"05/08/2012","APEX CAPITAL MGMT.      ","261","SU","SS","150,000","29.38","6,000.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","SWFT","S","2,800","10.18","112.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","TDC","SS","13,000","51.01","520.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","TEVA","B","13,600","35.56","544.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","TFM","B","1,400","51.91","56.00","0.040"
"03/15/2011","APEX CAPITAL MGMT.      ","261","TIF","B","50,000","57.00","2,000.00","0.040"
"08/10/2011","APEX CAPITAL MGMT.      ","261","TIF","B","50,000","67.54","2,000.00","0.040"
"04/01/2011","APEX CAPITAL MGMT.      ","261","TIVO","B","195,400","8.85","5,862.00","0.030"
"09/01/2011","APEX CAPITAL MGMT.      ","261","TIVO","B","107,200","10.92","4,288.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","TIVO","B","97,900","8.98","2,937.00","0.030"
"10/04/2011","APEX CAPITAL MGMT.      ","261","TJX","SS","11,200","54.16","448.00","0.040"
"09/01/2011","APEX CAPITAL MGMT.      ","261","TMO","B","14,400","54.86","576.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","TMO","B","11,400","49.48","456.00","0.040"
"09/01/2011","APEX CAPITAL MGMT.      ","261","TNC","SS","400","43.12","16.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","TRIP","B","2,800","33.95","112.00","0.040"
"08/10/2011","APEX CAPITAL MGMT.      ","261","TSL","SS","100,000","14.45","4,000.00","0.040"
"10/03/2011","APEX CAPITAL MGMT.      ","261","TXT","SS","150,000","16.94","6,000.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","TXT","SS","13,400","16.94","536.00","0.040"
"09/02/2011","APEX CAPITAL MGMT.      ","261","TYC","B","600","39.98","24.00","0.040"
"07/27/2012","APEX CAPITAL MGMT.      ","261","TYC","B","60,000","53.52","2,400.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","VLO","S","2,700","24.38","108.00","0.040"
"04/30/2012","APEX CAPITAL MGMT.      ","261","VLO","S","50,000","25.30","2,000.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","VPHM","SS","15,100","17.66","604.00","0.040"
"09/01/2011","APEX CAPITAL MGMT.      ","261","VRX","B","4,700","44.46","188.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","VTR","S","4,700","46.89","188.00","0.040"
"09/07/2012","APEX CAPITAL MGMT.      ","261","VZ","SS","100,000","43.58","4,000.00","0.000"
"10/04/2011","APEX CAPITAL MGMT.      ","261","WCRX","B","10,600","13.21","424.00","0.040"
"08/08/2011","APEX CAPITAL MGMT.      ","261","WFC","S","166,900","23.05","6,676.00","0.040"
"10/05/2011","APEX CAPITAL MGMT.      ","261","WMT","SS","75,000","52.30","3,000.00","0.040"
"09/02/2011","APEX CAPITAL MGMT.      ","261","WPI","B","600","66.52","24.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","WPI","S","200","74.99","8.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","WPRT","S","100","30.15","4.00","0.040"
"09/02/2011","APEX CAPITAL MGMT.      ","261","WRC","B","600","50.58","24.00","0.040"
"10/04/2011","APEX CAPITAL MGMT.      ","261","WRC","B","2,400","41.18","96.00","0.040"
"09/01/2011","APEX CAPITAL MGMT.      ","261","WRLD","SS","3,900","64.37","156.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","WTW","S","1,400","75.43","56.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","WYNN","S","2,900","132.37","116.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","XRT","B","1,400","60.77","28.00","0.020"
"10/04/2011","APEX CAPITAL MGMT.      ","261","XRT","SS","41,000","44.92","820.00","0.020"
"04/26/2012","APEX CAPITAL MGMT.      ","261","YELP","B","900","21.16","36.00","0.040"
"04/26/2012","APEX CAPITAL MGMT.      ","261","YNDX","S","7,900","23.85","316.00","0.040"
"04/27/2011","ASCEND PARTNERS         ","033","ABG","B","37,600","16.59","1,880.00","0.050"
"05/12/2011","ASCEND PARTNERS         ","033","ARCO","B","100,000","21.44","5,000.00","0.050"
"05/13/2011","ASCEND PARTNERS         ","033","ARCO","B","1,400","22.07","70.00","0.050"
"10/27/2011","ASCEND PARTNERS         ","033","ARCO","B","25,000","22.92","750.00","0.030"
"11/03/2011","ASCEND PARTNERS         ","033","ARCO","B","45,000","22.69","1,350.00","0.030"
"11/04/2011","ASCEND PARTNERS         ","033","ARCO","B","7,700","21.81","231.00","0.030"
"01/20/2012","ASCEND PARTNERS         ","033","ARCO","B","60,374","20.31","1,811.22","0.030"
"01/25/2012","ASCEND PARTNERS         ","033","ARCO","C","109,138","21.71","3,274.14","0.030"
"11/01/2012","ASCEND PARTNERS         ","033","AVP","C","16,720","15.67","501.60","0.000"
"07/11/2011","ASCEND PARTNERS         ","033","BA","S","20,000","73.21","800.00","0.040"
"04/20/2012","ASCEND PARTNERS         ","033","BEAV","S","40,000","44.99","1,200.00","0.030"
"08/26/2011","ASCEND PARTNERS         ","033","BIG","B","100,000","32.61","3,000.00","0.030"
"08/29/2011","ASCEND PARTNERS         ","033","BIG","B","18,200","33.56","546.00","0.030"
"08/30/2011","ASCEND PARTNERS         ","033","BIG","B","17,025","33.48","510.75","0.030"
"09/01/2011","ASCEND PARTNERS         ","033","BIG","B","50,000","33.47","1,500.00","0.030"
"09/14/2011","ASCEND PARTNERS         ","033","BIG","B","34,745","31.66","1,042.35","0.030"
"10/06/2011","ASCEND PARTNERS         ","033","BIG","B","150,000","34.30","4,500.00","0.030"
"11/03/2011","ASCEND PARTNERS         ","033","BIG","B","22,207","40.57","666.21","0.030"
"11/29/2011","ASCEND PARTNERS         ","033","BIG","B","39,306","39.15","1,179.18","0.030"
"11/30/2011","ASCEND PARTNERS         ","033","BIG","B","60,656","40.06","1,819.68","0.030"
"10/24/2011","ASCEND PARTNERS         ","033","BIG","S","50,000","38.18","1,500.00","0.030"
"11/02/2011","ASCEND PARTNERS         ","033","BIG","S","25,000","38.17","750.00","0.030"
"02/01/2012","ASCEND PARTNERS         ","033","CFN","B","20,414","23.96","612.42","0.030"
"06/29/2011","ASCEND PARTNERS         ","033","CPB","SS","26,461","34.90","793.83","0.030"
"03/07/2012","ASCEND PARTNERS         ","033","EAT","C","3,200","27.42","96.00","0.030"
"11/07/2011","ASCEND PARTNERS         ","033","ENR","B","3,902","69.05","117.06","0.030"
"11/08/2011","ASCEND PARTNERS         ","033","ENR","B","7,598","70.20","227.94","0.030"
"11/09/2011","ASCEND PARTNERS         ","033","ENR","B","13,500","70.04","405.00","0.030"
"06/15/2011","ASCEND PARTNERS         ","033","ETN","B","100,000","46.53","5,000.00","0.050"
"01/05/2011","ASCEND PARTNERS         ","033","FDO","SS","59,350","45.51","2,967.50","0.050"
"02/09/2011","ASCEND PARTNERS         ","033","FDO","SS","65,500","43.99","3,275.00","0.050"
"06/29/2011","ASCEND PARTNERS         ","033","FDO","SS","19,990","53.44","599.70","0.030"
"02/22/2012","ASCEND PARTNERS         ","033","FINL","B","34,200","23.45","1,026.00","0.030"
"05/22/2012","ASCEND PARTNERS         ","033","FINL","B","25,000","22.13","1,250.00","0.050"
"03/04/2011","ASCEND PARTNERS         ","033","FL","B","104,149","20.05","5,207.45","0.050"
"07/28/2011","ASCEND PARTNERS         ","033","FL","B","75,000","22.01","3,750.00","0.050"
"08/02/2011","ASCEND PARTNERS         ","033","FL","B","60,000","21.13","3,000.00","0.050"
"08/22/2011","ASCEND PARTNERS         ","033","FL","B","125,000","18.35","6,250.00","0.050"
"02/07/2012","ASCEND PARTNERS         ","033","FL","B","100,000","26.92","3,000.00","0.030"
"03/02/2012","ASCEND PARTNERS         ","033","FL","B","225,000","29.24","6,750.00","0.030"
"09/07/2012","ASCEND PARTNERS         ","033","FL","S","100,000","36.56","3,000.00","0.000"
"09/20/2012","ASCEND PARTNERS         ","033","FL","S","25,000","37.24","750.00","0.000"
"11/16/2012","ASCEND PARTNERS         ","033","FL","S","43,093","33.70","1,292.79","0.000"
"01/27/2011","ASCEND PARTNERS         ","033","GES","B","7,394","42.87","369.70","0.050"
"09/25/2012","ASCEND PARTNERS         ","033","GIL","B","55,840","30.99","1,675.20","0.000"
"10/12/2012","ASCEND PARTNERS         ","033","GIL","B","28,203","32.04","846.09","0.000"
"09/01/2011","ASCEND PARTNERS         ","033","GIS","S","25,000","37.88","750.00","0.030"
"05/12/2011","ASCEND PARTNERS         ","033","HBI","B","25,000","32.05","1,250.00","0.050"
"01/23/2012","ASCEND PARTNERS         ","033","IP","B","35,000","31.64","1,400.00","0.040"
"04/02/2012","ASCEND PARTNERS         ","033","JCP","C","10,000","35.23","300.00","0.030"
"05/12/2011","ASCEND PARTNERS         ","033","JNY","SS","16,456","13.27","822.80","0.050"
"05/13/2011","ASCEND PARTNERS         ","033","JNY","SS","4,900","13.26","245.00","0.050"
"01/03/2011","ASCEND PARTNERS         ","033","JWN","S","77,100","43.42","3,855.00","0.050"
"07/10/2012","ASCEND PARTNERS         ","033","JWN","S","28,015","51.91","1,400.75","0.050"
"04/07/2011","ASCEND PARTNERS         ","033","KO","SS","99,160","67.24","4,958.00","0.050"
"11/03/2011","ASCEND PARTNERS         ","033","KSS","B","64,400","55.11","1,932.00","0.030"
"08/05/2011","ASCEND PARTNERS         ","033","LMT","SS","25,000","73.02","1,000.00","0.040"
"08/20/2012","ASCEND PARTNERS         ","033","LOW","C","25,000","26.18","750.00","0.030"
"02/21/2012","ASCEND PARTNERS         ","033","LOW","S","73,990","28.05","2,219.70","0.030"
"02/23/2011","ASCEND PARTNERS         ","033","LTD","S","40,000","31.56","2,000.00","0.050"
"09/27/2012","ASCEND PARTNERS         ","033","LULU","C","15,000","73.99","750.00","0.000"
"09/10/2012","ASCEND PARTNERS         ","033","LULU","SS","41,911","77.18","1,257.33","0.000"
"02/07/2011","ASCEND PARTNERS         ","033","M","B","100,000","23.47","5,000.00","0.050"
"02/14/2011","ASCEND PARTNERS         ","033","M","B","80,000","24.01","4,000.00","0.050"
"04/26/2011","ASCEND PARTNERS         ","033","M","B","61,398","24.22","1,841.94","0.030"
"04/06/2011","ASCEND PARTNERS         ","033","M","S","47,800","25.26","2,390.00","0.050"
"04/07/2011","ASCEND PARTNERS         ","033","M","S","4,950","25.56","247.50","0.050"
"01/05/2011","ASCEND PARTNERS         ","033","MCD","SS","62,421","74.73","3,121.05","0.050"
"01/30/2012","ASCEND PARTNERS         ","033","PG","C","24,708","63.23","741.24","0.030"
"06/13/2012","ASCEND PARTNERS         ","033","PLCE","C","10,000","43.73","300.00","0.030"
"04/13/2011","ASCEND PARTNERS         ","033","PVH","B","25,000","65.88","1,250.00","0.050"
"09/19/2011","ASCEND PARTNERS         ","033","PVH","B","100","64.25","5.00","0.050"
"09/21/2011","ASCEND PARTNERS         ","033","PVH","B","25,000","63.82","1,250.00","0.050"
"01/17/2012","ASCEND PARTNERS         ","033","PVH","B","54,794","75.02","1,643.82","0.030"
"01/18/2012","ASCEND PARTNERS         ","033","PVH","B","18,700","74.33","561.00","0.030"
"02/01/2012","ASCEND PARTNERS         ","033","PVH","B","22,140","77.07","1,107.00","0.050"
