"Trade Date","ADVISOR / CLIENT","RR #","Symbol","B/S","Shares","Price","Commission","Comm./Shr. ($)"
"03/23/2011","BALLAST CAP","040","CAG","B","10,000","23.01","500.00","0.050"
"01/03/2011","BALLAST CAP","040","CAG","SS","3,650","22.65","182.50","0.050"
"01/04/2011","BALLAST CAP","040","CAG","SS","3,600","22.64","180.00","0.050"
"01/13/2011","BALLAST CAP","040","CAG","SS","1,775","23.32","88.75","0.050"
"06/07/2011","BALLAST CAP","040","CAKE","B","13,000","30.08","650.00","0.050"
"08/17/2011","BALLAST CAP","040","CCK","S","6,000","35.77","300.00","0.050"
"11/21/2011","BALLAST CAP","040","CDE","B","10,400","26.53","520.00","0.050"
"12/16/2011","BALLAST CAP","040","CDE","B","7,000","25.25","350.00","0.050"
"09/07/2011","BALLAST CAP","040","CFN","B","16,400","24.81","820.00","0.050"
"06/17/2011","BALLAST CAP","040","CHRW","B","4,500","76.94","225.00","0.050"
"06/13/2011","BALLAST CAP","040","CHS","B","9,000","13.90","450.00","0.050"
"06/17/2011","BALLAST CAP","040","CHS","B","9,400","14.39","470.00","0.050"
"09/21/2011","BALLAST CAP","040","CHS","SS","15,000","12.95","450.00","0.030"
"02/09/2011","BALLAST CAP","040","CNK","B","6,600","17.84","330.00","0.050"
"05/04/2011","BALLAST CAP","040","COT","B","30,300","8.69","909.00","0.030"
"07/06/2011","BALLAST CAP","040","COT","B","10,000","8.32","300.00","0.030"
"07/15/2011","BALLAST CAP","040","COT","B","10,000","8.41","300.00","0.030"
"01/12/2011","BALLAST CAP","040","COV","B","1,900","46.90","95.00","0.050"
"08/17/2011","BALLAST CAP","040","COV","S","20,200","51.01","1,010.00","0.050"
"01/12/2011","BALLAST CAP","040","CPB","SS","1,100","35.00","55.00","0.050"
"09/23/2011","BALLAST CAP","040","CPRT","B","14,400","37.51","720.00","0.050"
"01/12/2011","BALLAST CAP","040","CVA","SS","2,300","16.79","115.00","0.050"
"04/08/2011","BALLAST CAP","040","CVS","B","13,300","36.39","665.00","0.050"
"05/25/2011","BALLAST CAP","040","GG","B","6,100","49.89","305.00","0.050"
"07/12/2011","BALLAST CAP","040","GG","B","4,900","50.80","245.00","0.050"
"06/16/2011","BALLAST CAP","040","GG","S","11,000","45.88","550.00","0.050"
"01/27/2011","BALLAST CAP","040","GPS","SS","9,400","19.54","470.00","0.050"
"04/15/2011","BALLAST CAP","040","HNZ","B","13,000","50.26","650.00","0.050"
"08/05/2011","BALLAST CAP","040","HNZ","B","12,400","50.58","620.00","0.050"
"01/12/2011","BALLAST CAP","040","IGT","B","5,000","18.64","250.00","0.050"
"06/13/2011","BALLAST CAP","040","IP","S","15,100","27.89","755.00","0.050"
"03/08/2011","BALLAST CAP","040","IRM","B","15,500","26.41","775.00","0.050"
"01/03/2011","BALLAST CAP","040","IRM","SS","3,300","24.94","165.00","0.050"
"08/26/2011","BALLAST CAP","040","IRM","SS","8,200","31.49","410.00","0.050"
"06/07/2011","BALLAST CAP","040","ITT","B","10,500","55.80","525.00","0.050"
"05/05/2011","BALLAST CAP","040","JACK","S","20,000","19.70","800.00","0.040"
"01/04/2011","BALLAST CAP","040","JNY","B","8,100","15.58","405.00","0.050"
"01/12/2011","BALLAST CAP","040","JNY","B","4,700","14.34","235.00","0.050"
"04/13/2011","BALLAST CAP","040","KSS","B","2,400","54.05","120.00","0.050"
"03/31/2011","BALLAST CAP","040","KSS","SS","7,500","52.70","375.00","0.050"
"10/20/2011","BALLAST CAP","040","LKQX","S","20,000","26.92","1,000.00","0.050"
"12/02/2011","BALLAST CAP","040","LMT","SS","9,800","77.80","490.00","0.050"
"03/31/2011","BALLAST CAP","040","LOGM","SS","3,100","41.90","155.00","0.050"
"03/31/2011","BALLAST CAP","040","LOW","SS","15,000","26.45","750.00","0.050"
"07/11/2011","BALLAST CAP","040","LOW","SS","5,200","23.25","260.00","0.050"
"10/19/2011","BALLAST CAP","040","LTM","B","7,200","41.09","360.00","0.050"
"03/31/2011","BALLAST CAP","040","LTM","SS","5,400","37.22","270.00","0.050"
"03/31/2011","BALLAST CAP","040","MAS","SS","11,600","13.98","580.00","0.050"
"10/11/2011","BALLAST CAP","040","MAT","S","7,500","27.33","375.00","0.050"
"12/29/2011","BALLAST CAP","040","MET","B","8,600","31.24","430.00","0.050"
"07/26/2011","BALLAST CAP","040","MLI","B","12,500","41.99","625.00","0.050"
"04/13/2011","BALLAST CAP","040","MLM","B","4,600","88.60","230.00","0.050"
"03/31/2011","BALLAST CAP","040","MLM","SS","2,900","89.88","145.00","0.050"
"01/03/2011","BALLAST CAP","040","MON","B","4,250","69.27","212.50","0.050"
"01/04/2011","BALLAST CAP","040","MON","B","2,700","68.71","135.00","0.050"
"03/15/2011","BALLAST CAP","040","MON","B","15,500","67.94","775.00","0.050"
"09/23/2011","BALLAST CAP","040","MON","S","10,000","62.89","500.00","0.050"
"05/13/2011","BALLAST CAP","040","MOO","B","12,200","52.98","610.00","0.050"
"06/06/2011","BALLAST CAP","040","MOS","S","6,300","67.36","315.00","0.050"
"12/02/2011","BALLAST CAP","040","NOC","SS","13,400","57.01","670.00","0.050"
"06/10/2011","BALLAST CAP","040","NUE","B","13,800","40.29","690.00","0.050"
"09/23/2011","BALLAST CAP","040","OCR","S","10,000","25.54","500.00","0.050"
"10/04/2011","BALLAST CAP","040","OCR","S","20,000","22.72","1,000.00","0.050"
"04/12/2011","BALLAST CAP","040","OI","B","13,800","29.81","690.00","0.050"
"11/15/2011","BALLAST CAP","040","OI","B","12,300","20.51","615.00","0.050"
"02/07/2011","BALLAST CAP","040","ORLY","B","6,200","57.75","310.00","0.050"
"01/03/2011","BALLAST CAP","040","PAYX","B","5,300","31.42","265.00","0.050"
"01/04/2011","BALLAST CAP","040","PAYX","B","3,200","30.92","160.00","0.050"
"02/08/2011","BALLAST CAP","040","PBI","B","5,100","25.28","255.00","0.050"
"06/17/2011","BALLAST CAP","040","PCAR","B","5,700","47.06","285.00","0.050"
"03/31/2011","BALLAST CAP","040","PCL","S","2,800","43.61","140.00","0.050"
"05/25/2011","BALLAST CAP","040","PFCB","B","20,000","39.80","1,000.00","0.050"
"01/06/2011","BALLAST CAP","040","PGR","B","10,300","20.09","515.00","0.050"
"02/10/2011","BALLAST CAP","040","PGR","S","11,000","20.03","550.00","0.050"
"12/05/2011","BALLAST CAP","040","PLD","B","11,500","28.63","575.00","0.050"
"04/05/2011","BALLAST CAP","040","RGC","B","12,200","14.17","610.00","0.050"
"05/18/2011","BALLAST CAP","040","RGC","B","10,000","14.09","500.00","0.050"
"07/19/2011","BALLAST CAP","040","RGC","B","6,000","11.41","180.00","0.030"
"07/21/2011","BALLAST CAP","040","RGC","B","4,600","11.75","230.00","0.050"
"08/02/2011","BALLAST CAP","040","RGC","S","15,000","13.06","750.00","0.050"
"01/10/2011","BALLAST CAP","040","RSG","SS","1,700","29.30","85.00","0.050"
"04/15/2011","BALLAST CAP","040","RSH","S","15,000","15.75","750.00","0.050"
"05/26/2011","BALLAST CAP","040","SCHW","SS","23,000","17.34","1,150.00","0.050"
"09/14/2011","BALLAST CAP","040","SCSS","B","4,000","16.50","200.00","0.050"
"09/22/2011","BALLAST CAP","040","SO","B","10,100","41.84","505.00","0.050"
"01/12/2011","BALLAST CAP","040","SPTN","B","3,200","16.16","160.00","0.050"
"06/13/2011","BALLAST CAP","040","SSS","S","6,800","38.71","340.00","0.050"
"03/31/2011","BALLAST CAP","040","STE","SS","4,400","34.64","220.00","0.050"
"03/31/2011","BALLAST CAP","040","STRA","SS","1,200","129.27","60.00","0.050"
"09/01/2011","BALLAST CAP","040","STZ","SS","16,700","19.36","835.00","0.050"
"01/03/2011","BALLAST CAP","040","SVU","B","12,850","9.61","385.50","0.030"
"01/04/2011","BALLAST CAP","040","SVU","B","7,800","8.91","234.00","0.030"
"03/16/2011","BALLAST CAP","040","SYY","B","11,000","27.58","550.00","0.050"
"01/10/2011","BALLAST CAP","040","SYY","SS","1,700","30.38","85.00","0.050"
"01/13/2011","BALLAST CAP","040","SYY","SS","1,325","30.47","66.25","0.050"
"01/13/2011","BALLAST CAP","040","TFX","B","850","55.82","42.50","0.050"
"09/19/2011","BALLAST CAP","040","TGT","B","2,500","52.61","125.00","0.050"
"08/16/2011","BALLAST CAP","040","TGT","S","7,600","48.89","380.00","0.050"
"01/12/2011","BALLAST CAP","040","TIN","B","5,300","23.22","265.00","0.050"
"01/13/2011","BALLAST CAP","040","TIN","B","5,250","23.22","262.50","0.050"
"02/18/2011","BALLAST CAP","040","TIN","S","30,000","25.60","1,500.00","0.050"
"09/19/2011","BALLAST CAP","040","TJX","B","3,300","57.15","165.00","0.050"
"01/06/2011","BALLAST CAP","040","TPX","SS","3,000","41.30","150.00","0.050"
"10/20/2011","BALLAST CAP","040","UNP","B","4,500","94.46","225.00","0.050"
"03/04/2011","BALLAST CAP","040","URBN","B","9,300","38.36","465.00","0.050"
"01/27/2011","BALLAST CAP","040","URBN","SS","5,000","34.31","250.00","0.050"
"03/04/2011","BALLAST CAP","040","USB","S","7,000","26.79","350.00","0.050"
"03/30/2011","BALLAST CAP","040","WERN","B","6,700","26.03","335.00","0.050"
"03/24/2011","BALLAST CAP","040","WFC","S","10,600","31.24","530.00","0.050"
"01/10/2011","BALLAST CAP","040","WGO","SS","3,500","14.52","175.00","0.050"
"01/13/2011","BALLAST CAP","040","WGO","SS","2,625","15.55","131.25","0.050"
"02/02/2011","BALLAST CAP","040","WGO","SS","10,100","14.43","505.00","0.050"
"10/20/2011","BALLAST CAP","040","WSO","B","1,700","57.81","85.00","0.050"
"01/04/2011","BALLAST CAP","040","WSO","SS","600","62.42","30.00","0.050"
"07/05/2011","BALLAST CAP","040","WU","S","15,300","19.72","765.00","0.050"
"11/16/2011","BALLAST CAP","040","WU","S","23,000","16.80","1,150.00","0.050"
"05/04/2011","BALLAST CAP","040","XIDE","B","7,500","9.67","225.00","0.030"
"06/01/2011","BALLAST CAP","040","XIDE","B","19,000","9.74","570.00","0.030"
"06/17/2011","BALLAST CAP","040","XIDE","S","70,500","6.82","1,410.00","0.020"
"06/13/2011","BALLAST CAP","040","YSI","S","26,000","9.96","780.00","0.030"
"09/09/2011","BALYASNY ASSET MGMT     ","044","AAP","C","25,000","60.46","1,250.00","0.050"
"07/14/2011","BALYASNY ASSET MGMT     ","044","ADM","SS","20,000","30.46","1,000.00","0.050"
"07/11/2011","BALYASNY ASSET MGMT     ","044","AEO","B","50,000","13.58","2,500.00","0.050"
"10/03/2011","BALYASNY ASSET MGMT     ","044","AEO","B","25,000","11.47","1,250.00","0.050"
"02/22/2011","BALYASNY ASSET MGMT     ","044","AEO","S","25,000","15.39","1,250.00","0.050"
"11/09/2011","BALYASNY ASSET MGMT     ","044","AEO","S","25,000","13.82","1,250.00","0.050"
"07/19/2011","BALYASNY ASSET MGMT     ","044","AGCO","SS","20,000","48.21","1,000.00","0.050"
"09/07/2011","BALYASNY ASSET MGMT     ","044","AGN","B","100,000","81.03","5,000.00","0.050"
"06/28/2011","BALYASNY ASSET MGMT     ","044","ALV","B","22,607","76.96","1,130.35","0.050"
"06/28/2011","BALYASNY ASSET MGMT     ","044","ALV","C","10,000","76.65","500.00","0.050"
"06/28/2011","BALYASNY ASSET MGMT     ","044","AN","SS","20,000","36.43","1,000.00","0.050"
"05/03/2011","BALYASNY ASSET MGMT     ","044","ANF","B","20,000","70.96","1,000.00","0.050"
"11/02/2011","BALYASNY ASSET MGMT     ","044","ANF","B","20,000","74.54","1,000.00","0.050"
"11/01/2011","BALYASNY ASSET MGMT     ","044","ANF","SS","10,000","73.25","500.00","0.050"
"06/24/2011","BALYASNY ASSET MGMT     ","044","ANN","C","25,000","26.04","1,250.00","0.050"
"10/27/2011","BALYASNY ASSET MGMT     ","044","ANN","C","25,000","28.03","1,250.00","0.050"
"06/21/2011","BALYASNY ASSET MGMT     ","044","ARO","S","25,000","18.22","1,250.00","0.050"
"01/05/2011","BALYASNY ASSET MGMT     ","044","ASNA","B","25,000","26.25","1,250.00","0.050"
"02/25/2011","BALYASNY ASSET MGMT     ","044","ASNA","C","25,000","31.07","1,250.00","0.050"
"11/02/2011","BALYASNY ASSET MGMT     ","044","ASNA","C","25,000","28.49","1,250.00","0.050"
"11/03/2011","BALYASNY ASSET MGMT     ","044","ASNA","C","25,000","28.43","1,250.00","0.050"
"11/28/2011","BALYASNY ASSET MGMT     ","044","ASNA","C","10,000","26.52","500.00","0.050"
"12/13/2011","BALYASNY ASSET MGMT     ","044","ASNA","C","25,000","28.09","1,250.00","0.050"
"01/20/2011","BALYASNY ASSET MGMT     ","044","ASNA","S","50,000","27.05","2,500.00","0.050"
"01/21/2011","BALYASNY ASSET MGMT     ","044","ASNA","S","25,000","27.20","1,250.00","0.050"
"01/25/2011","BALYASNY ASSET MGMT     ","044","ASNA","S","25,000","27.15","1,250.00","0.050"
"01/26/2011","BALYASNY ASSET MGMT     ","044","ASNA","S","25,000","27.49","1,250.00","0.050"
"02/02/2011","BALYASNY ASSET MGMT     ","044","ASNA","SS","50,000","27.15","2,500.00","0.050"
"02/17/2011","BALYASNY ASSET MGMT     ","044","ASNA","SS","25,000","30.94","1,250.00","0.050"
"02/18/2011","BALYASNY ASSET MGMT     ","044","ASNA","SS","25,000","31.26","1,250.00","0.050"
"04/29/2011","BALYASNY ASSET MGMT     ","044","ASNA","SS","40,000","31.30","2,000.00","0.050"
"05/05/2011","BALYASNY ASSET MGMT     ","044","ASNA","SS","20,000","31.03","1,000.00","0.050"
"05/10/2011","BALYASNY ASSET MGMT     ","044","ASNA","SS","20,000","31.41","1,000.00","0.050"
"05/16/2011","BALYASNY ASSET MGMT     ","044","ASNA","SS","25,000","31.30","1,250.00","0.050"
"10/28/2011","BALYASNY ASSET MGMT     ","044","ASNA","SS","25,000","30.47","1,250.00","0.050"
"11/30/2011","BALYASNY ASSET MGMT     ","044","ASNA","SS","10,000","27.47","500.00","0.050"
"12/05/2011","BALYASNY ASSET MGMT     ","044","ASNA","SS","20,000","28.51","1,000.00","0.050"
"01/19/2011","BALYASNY ASSET MGMT     ","044","AXL","C","39,631","15.17","1,981.55","0.050"
"11/17/2011","BALYASNY ASSET MGMT     ","044","AXL","C","100,000","8.61","4,000.00","0.040"
"04/29/2011","BALYASNY ASSET MGMT     ","044","AXL","SS","25,000","13.18","1,250.00","0.050"
"11/02/2011","BALYASNY ASSET MGMT     ","044","AXL","SS","100,000","9.15","4,000.00","0.040"
"11/03/2011","BALYASNY ASSET MGMT     ","044","AXL","SS","50,000","9.24","2,000.00","0.040"
"11/04/2011","BALYASNY ASSET MGMT     ","044","AXL","SS","25,000","9.28","1,000.00","0.040"
"11/15/2011","BALYASNY ASSET MGMT     ","044","AXL","SS","25,000","9.10","1,000.00","0.040"
"12/19/2011","BALYASNY ASSET MGMT     ","044","AXL","SS","25,000","9.10","1,000.00","0.040"
"04/14/2011","BALYASNY ASSET MGMT     ","044","AZO","C","15,000","279.50","750.00","0.050"
"09/23/2011","BALYASNY ASSET MGMT     ","044","BBY","B","5,000","24.22","250.00","0.050"
"09/09/2011","BALYASNY ASSET MGMT     ","044","BBY","SS","20,300","24.30","1,015.00","0.050"
"11/01/2011","BALYASNY ASSET MGMT     ","044","BG","C","50,000","60.90","2,500.00","0.050"
"03/04/2011","BALYASNY ASSET MGMT     ","044","BWA","SS","21,000","77.63","1,050.00","0.050"
"11/09/2011","BALYASNY ASSET MGMT     ","044","CA","C","100,000","21.54","5,000.00","0.050"
"09/28/2011","BALYASNY ASSET MGMT     ","044","CAKE","C","10,000","26.09","500.00","0.050"
"06/29/2011","BALYASNY ASSET MGMT     ","044","CAT","B","5,000","103.12","250.00","0.050"
"03/10/2011","BALYASNY ASSET MGMT     ","044","CAT","SS","20,000","98.16","1,000.00","0.050"
"03/30/2011","BALYASNY ASSET MGMT     ","044","CELG","SS","20,000","56.11","1,000.00","0.050"
"08/18/2011","BALYASNY ASSET MGMT     ","044","CHS","C","10,000","12.62","500.00","0.050"
"09/09/2011","BALYASNY ASSET MGMT     ","044","CHS","SS","15,000","13.06","750.00","0.050"
"11/01/2011","BALYASNY ASSET MGMT     ","044","CHS","SS","50,000","12.25","2,500.00","0.050"
"11/02/2011","BALYASNY ASSET MGMT     ","044","CHS","SS","50,000","12.44","2,500.00","0.050"
"03/11/2011","BALYASNY ASSET MGMT     ","044","COH","SS","25,000","55.82","1,250.00","0.050"
"03/10/2011","BALYASNY ASSET MGMT     ","044","CROX","B","30,000","18.60","1,500.00","0.050"
"08/18/2011","BALYASNY ASSET MGMT     ","044","CROX","B","25,000","25.77","1,250.00","0.050"
"09/09/2011","BALYASNY ASSET MGMT     ","044","CROX","B","25,000","25.35","1,250.00","0.050"
"08/08/2011","BALYASNY ASSET MGMT     ","044","CROX","C","15,000","24.61","750.00","0.050"
"09/15/2011","BALYASNY ASSET MGMT     ","044","CROX","C","8,000","27.17","400.00","0.050"
"05/12/2011","BALYASNY ASSET MGMT     ","044","CROX","S","25,000","22.01","1,250.00","0.050"
"09/15/2011","BALYASNY ASSET MGMT     ","044","CROX","S","30,000","27.34","1,500.00","0.050"
"08/04/2011","BALYASNY ASSET MGMT     ","044","CTB","B","75,000","11.86","3,750.00","0.050"
"04/27/2011","BALYASNY ASSET MGMT     ","044","CX","B","150,000","8.60","6,000.00","0.040"
"11/02/2011","BALYASNY ASSET MGMT     ","044","DAN","SS","105,000","13.72","5,250.00","0.050"
"10/27/2011","BALYASNY ASSET MGMT     ","044","DDS","B","10,000","52.49","500.00","0.050"
"03/31/2011","BALYASNY ASSET MGMT     ","044","DDS","C","20,000","40.17","1,000.00","0.050"
"01/28/2011","BALYASNY ASSET MGMT     ","044","DE","B","10,000","89.21","500.00","0.050"
"10/27/2011","BALYASNY ASSET MGMT     ","044","DLTR","C","20,000","79.74","1,000.00","0.050"
"06/01/2011","BALYASNY ASSET MGMT     ","044","DSW","B","5,000","49.29","250.00","0.050"
"06/30/2011","BALYASNY ASSET MGMT     ","044","DSW","B","20,000","50.50","1,000.00","0.050"
"09/15/2011","BALYASNY ASSET MGMT     ","044","EAT","B","30,000","21.45","1,500.00","0.050"
"09/20/2011","BALYASNY ASSET MGMT     ","044","ELN","B","75,000","9.90","3,000.00","0.040"
"06/07/2011","BALYASNY ASSET MGMT     ","044","ETN","S","10,000","48.44","500.00","0.050"
"10/04/2011","BALYASNY ASSET MGMT     ","044","F","B","100,000","9.39","4,000.00","0.040"
"06/08/2011","BALYASNY ASSET MGMT     ","044","F","S","100,000","13.80","5,000.00","0.050"
"10/04/2011","BALYASNY ASSET MGMT     ","044","F","S","100,000","9.70","4,000.00","0.040"
"02/11/2011","BALYASNY ASSET MGMT     ","044","F","SS","100,000","16.09","5,000.00","0.050"
"06/24/2011","BALYASNY ASSET MGMT     ","044","FDO","SS","30,000","52.64","1,500.00","0.050"
"03/10/2011","BALYASNY ASSET MGMT     ","044","FDX","S","20,000","89.75","1,000.00","0.050"
"03/18/2011","BALYASNY ASSET MGMT     ","044","FL","B","50,000","19.19","2,500.00","0.050"
"03/25/2011","BALYASNY ASSET MGMT     ","044","FL","B","25,000","20.11","1,250.00","0.050"
"06/28/2011","BALYASNY ASSET MGMT     ","044","FL","B","30,000","24.42","1,500.00","0.050"
"09/21/2011","BALYASNY ASSET MGMT     ","044","FL","B","50,000","21.17","2,500.00","0.050"
"10/27/2011","BALYASNY ASSET MGMT     ","044","FL","B","25,000","22.73","1,250.00","0.050"
"08/02/2011","BALYASNY ASSET MGMT     ","044","FL","S","15,000","21.11","750.00","0.050"
"03/30/2011","BALYASNY ASSET MGMT     ","044","FRX","C","10,000","32.46","500.00","0.050"
"07/07/2011","BALYASNY ASSET MGMT     ","044","GE","B","200,000","19.29","10,000.00","0.050"
"12/20/2011","BALYASNY ASSET MGMT     ","044","GM","B","25,000","19.50","1,250.00","0.050"
"11/09/2011","BALYASNY ASSET MGMT     ","044","GM","C","100,000","22.26","5,000.00","0.050"
"11/18/2011","BALYASNY ASSET MGMT     ","044","GM","C","25,000","21.76","1,250.00","0.050"
"01/04/2011","BALYASNY ASSET MGMT     ","044","GM","S","20,000","37.39","1,000.00","0.050"
"02/24/2011","BALYASNY ASSET MGMT     ","044","GM","SS","50,000","33.53","2,500.00","0.050"
"07/01/2011","BALYASNY ASSET MGMT     ","044","GM","SS","50,000","30.37","2,500.00","0.050"
"09/01/2011","BALYASNY ASSET MGMT     ","044","GM","SS","50,000","23.33","2,500.00","0.050"
"09/08/2011","BALYASNY ASSET MGMT     ","044","GM","SS","50,000","22.60","2,500.00","0.050"
"09/26/2011","BALYASNY ASSET MGMT     ","044","GM","SS","50,000","20.87","2,500.00","0.050"
"10/26/2011","BALYASNY ASSET MGMT     ","044","GM","SS","100,000","24.82","5,000.00","0.050"
"10/27/2011","BALYASNY ASSET MGMT     ","044","GM","SS","50,000","25.65","2,500.00","0.050"
"11/03/2011","BALYASNY ASSET MGMT     ","044","GM","SS","100,000","23.98","5,000.00","0.050"
"11/04/2011","BALYASNY ASSET MGMT     ","044","GM","SS","25,000","23.49","1,250.00","0.050"
"11/09/2011","BALYASNY ASSET MGMT     ","044","GM","SS","25,000","22.93","1,250.00","0.050"
"11/10/2011","BALYASNY ASSET MGMT     ","044","GM","SS","25,000","22.39","1,250.00","0.050"
"11/16/2011","BALYASNY ASSET MGMT     ","044","GM","SS","50,000","23.10","2,500.00","0.050"
"11/30/2011","BALYASNY ASSET MGMT     ","044","GM","SS","100,000","20.98","5,000.00","0.050"
"12/01/2011","BALYASNY ASSET MGMT     ","044","GM","SS","50,000","21.07","2,500.00","0.050"
"12/15/2011","BALYASNY ASSET MGMT     ","044","GM","SS","25,000","19.86","1,250.00","0.050"
"09/09/2011","BALYASNY ASSET MGMT     ","044","GNC","B","20,000","23.76","1,000.00","0.050"
"04/06/2011","BALYASNY ASSET MGMT     ","044","GNTX","C","10,000","29.91","500.00","0.050"
"05/13/2011","BALYASNY ASSET MGMT     ","044","GPS","C","25,000","23.11","1,250.00","0.050"
"06/16/2011","BALYASNY ASSET MGMT     ","044","GPS","C","20,000","17.68","1,000.00","0.050"
"06/02/2011","BALYASNY ASSET MGMT     ","044","GPS","SS","25,000","18.54","1,250.00","0.050"
"06/24/2011","BALYASNY ASSET MGMT     ","044","GPS","SS","50,000","17.73","2,500.00","0.050"
"03/04/2011","BALYASNY ASSET MGMT     ","044","GTI","SS","25,000","20.31","1,250.00","0.050"
"01/06/2011","BALYASNY ASSET MGMT     ","044","GWW","C","5,000","134.29","250.00","0.050"
"03/23/2011","BALYASNY ASSET MGMT     ","044","HOT","S","20,000","56.62","1,000.00","0.050"
"10/26/2011","BALYASNY ASSET MGMT     ","044","IP","B","50,000","26.82","2,500.00","0.050"
"04/12/2011","BALYASNY ASSET MGMT     ","044","IP","C","10,000","28.93","500.00","0.050"
"10/27/2011","BALYASNY ASSET MGMT     ","044","IP","S","29,800","28.23","1,490.00","0.050"
"04/15/2011","BALYASNY ASSET MGMT     ","044","IP","SS","10,000","29.82","500.00","0.050"
"01/05/2011","BALYASNY ASSET MGMT     ","044","ITW","B","10,000","54.28","500.00","0.050"
"11/01/2011","BALYASNY ASSET MGMT     ","044","JCI","SS","25,000","31.03","1,250.00","0.050"
"06/24/2011","BALYASNY ASSET MGMT     ","044","JCP","C","15,000","34.93","750.00","0.050"
"07/11/2011","BALYASNY ASSET MGMT     ","044","JCP","C","10,000","32.00","500.00","0.050"
"01/20/2011","BALYASNY ASSET MGMT     ","044","JCP","SS","25,000","30.38","1,250.00","0.050"
"06/21/2011","BALYASNY ASSET MGMT     ","044","JCP","SS","5,000","35.89","250.00","0.050"
"06/24/2011","BALYASNY ASSET MGMT     ","044","JCP","SS","25,000","34.58","1,250.00","0.050"
"09/26/2011","BALYASNY ASSET MGMT     ","044","JCP","SS","25,000","26.51","1,250.00","0.050"
"09/07/2011","BALYASNY ASSET MGMT     ","044","JNJ","B","20,000","64.96","1,000.00","0.050"
"07/27/2011","BALYASNY ASSET MGMT     ","044","KMT","C","25,000","41.00","1,250.00","0.050"
"05/13/2011","BALYASNY ASSET MGMT     ","044","KSS","C","20,000","55.40","1,000.00","0.050"
"06/30/2011","BALYASNY ASSET MGMT     ","044","KSS","C","25,000","50.10","1,250.00","0.050"
"11/02/2011","BALYASNY ASSET MGMT     ","044","KSS","C","30,200","54.35","1,510.00","0.050"
"06/28/2011","BALYASNY ASSET MGMT     ","044","KSS","SS","25,000","50.61","1,250.00","0.050"
"11/16/2011","BALYASNY ASSET MGMT     ","044","LEA","B","40,127","42.82","2,006.35","0.050"
