"Trade Date","ADVISOR / CLIENT","RR #","Symbol","B/S","Shares","Price","Commission","Comm./Shr. ($)"
"04/18/2012","BALLAST CAP","040","HAS","SS","10,100","36.22","505.00","0.050"
"07/24/2012","BALLAST CAP","040","HAS","SS","10,000","35.18","500.00","0.050"
"01/04/2012","BALLAST CAP","040","HBI","B","11,000","22.60","550.00","0.050"
"01/09/2012","BALLAST CAP","040","HBI","B","20,000","22.81","1,000.00","0.050"
"02/01/2012","BALLAST CAP","040","HD","S","12,500","44.63","625.00","0.050"
"07/11/2012","BALLAST CAP","040","INGR","S","9,200","46.60","460.00","0.050"
"02/24/2012","BALLAST CAP","040","IP","B","700","33.22","35.00","0.050"
"02/24/2012","BALLAST CAP","040","IP","SS","12,100","33.06","605.00","0.050"
"03/06/2012","BALLAST CAP","040","IRM","B","7,800","28.95","390.00","0.050"
"03/19/2012","BALLAST CAP","040","IRM","B","8,700","29.25","435.00","0.050"
"01/13/2012","BALLAST CAP","040","ITT","S","20,400","21.72","1,020.00","0.050"
"05/01/2012","BALLAST CAP","040","JACK","B","10,000","23.09","500.00","0.050"
"01/06/2012","BALLAST CAP","040","JAH","SS","11,800","29.91","590.00","0.050"
"06/06/2012","BALLAST CAP","040","KBR","B","8,400","25.28","420.00","0.050"
"09/19/2012","BALLAST CAP","040","KBR","S","6,000","31.16","300.00","0.050"
"09/07/2012","BALLAST CAP","040","KR","S","10,000","22.52","500.00","0.050"
"08/27/2012","BALLAST CAP","040","KSS","B","19,000","52.77","950.00","0.000"
"06/07/2012","BALLAST CAP","040","LGF","B","15,500","12.78","465.00","0.030"
"06/04/2012","BALLAST CAP","040","LGF","S","16,500","12.01","495.00","0.030"
"04/26/2012","BALLAST CAP","040","LKQX","SS","9,100","31.00","455.00","0.050"
"03/13/2012","BALLAST CAP","040","LOW","B","9,300","30.27","465.00","0.050"
"07/24/2012","BALLAST CAP","040","LPX","B","25,000","10.55","750.00","0.030"
"08/08/2012","BALLAST CAP","040","LPX","S","15,800","11.79","474.00","0.030"
"08/01/2012","BALLAST CAP","040","M","SS","7,000","35.51","350.00","0.050"
"07/17/2012","BALLAST CAP","040","MAT","S","11,700","33.79","585.00","0.050"
"01/26/2012","BALLAST CAP","040","MET","S","10,000","34.03","500.00","0.050"
"05/09/2012","BALLAST CAP","040","MET","S","6,000","33.45","300.00","0.050"
"07/25/2012","BALLAST CAP","040","MSI","S","8,100","47.73","405.00","0.050"
"01/30/2012","BALLAST CAP","040","MWV","B","6,000","29.62","300.00","0.050"
"01/09/2012","BALLAST CAP","040","MWV","SS","13,700","29.29","685.00","0.050"
"04/26/2012","BALLAST CAP","040","NWL","B","8,600","17.97","430.00","0.050"
"02/07/2012","BALLAST CAP","040","OI","S","7,100","24.70","355.00","0.050"
"04/26/2012","BALLAST CAP","040","OI","S","24,000","23.55","1,200.00","0.050"
"06/05/2012","BALLAST CAP","040","PEP","S","5,400","66.98","270.00","0.050"
"02/24/2012","BALLAST CAP","040","RKT","B","500","68.44","25.00","0.050"
"02/24/2012","BALLAST CAP","040","RKT","SS","6,000","68.19","300.00","0.050"
"03/09/2012","BALLAST CAP","040","SCS","B","15,000","8.80","450.00","0.030"
"04/19/2012","BALLAST CAP","040","SPLS","B","10,000","15.95","500.00","0.050"
"03/22/2012","BALLAST CAP","040","TAP","B","10,000","43.26","500.00","0.050"
"08/03/2012","BALLAST CAP","040","THO","SS","4,200","31.36","210.00","0.050"
"09/20/2012","BALLAST CAP","040","THO","SS","4,400","35.28","220.00","0.050"
"09/21/2012","BALLAST CAP","040","TJX","B","4,700","45.26","235.00","0.050"
"07/17/2012","BALLAST CAP","040","URBN","B","5,800","30.60","290.00","0.050"
"04/10/2012","BALLAST CAP","040","VIAB","B","10,200","46.28","510.00","0.050"
"06/18/2012","BALLAST CAP","040","VIAB","S","20,000","47.64","1,000.00","0.050"
"03/15/2012","BALLAST CAP","040","WAG","S","16,100","33.62","805.00","0.050"
"05/09/2012","BALLAST CAP","040","WY","B","50,700","19.88","2,535.00","0.050"
"06/05/2012","BALLAST CAP","040","WY","B","6,600","19.34","330.00","0.050"
"05/17/2012","BALLAST CAP","040","WY","S","15,300","18.86","765.00","0.050"
"07/19/2012","BALLAST CAP","040","WY","S","32,000","23.18","1,600.00","0.050"
"09/21/2012","BALLAST CAP","040","WY","S","13,400","26.52","670.00","0.050"
"09/18/2012","BALLAST CAP","040","XLP","B","20,000","36.00","400.00","0.020"
"08/10/2012","BALLAST CAP","040","YHOO","S","5,000","15.09","250.00","0.050"
"05/04/2012","BALTHAZAR CAPITAL PARTNERS LTD","085","ARCO","B","25,000","16.03","1,500.00","0.060"
"05/04/2012","BALTHAZAR CAPITAL PARTNERS LTD","085","ARCO","S","25,000","15.71","1,500.00","0.060"
"04/26/2012","BALTHAZAR CAPITAL PARTNERS LTD","085","AXE","B","7,500","67.79","450.00","0.060"
"04/23/2012","BALTHAZAR CAPITAL PARTNERS LTD","085","ETN","B","10,000","47.12","500.00","0.050"
"04/18/2012","BALTHAZAR CAPITAL PARTNERS LTD","085","ETN","SS","10,000","47.23","500.00","0.050"
"05/15/2012","BALTHAZAR CAPITAL PARTNERS LTD","085","FL","B","10,000","28.88","600.00","0.060"
"04/02/2012","BALTHAZAR CAPITAL PARTNERS LTD","085","GM","B","15,000","26.08","900.00","0.060"
"04/03/2012","BALTHAZAR CAPITAL PARTNERS LTD","085","GM","S","15,000","26.96","900.00","0.060"
"04/05/2012","BALTHAZAR CAPITAL PARTNERS LTD","085","JCP","B","15,000","35.41","900.00","0.060"
"05/15/2012","BALTHAZAR CAPITAL PARTNERS LTD","085","JCP","B","10,000","33.03","600.00","0.060"
"03/30/2012","BALTHAZAR CAPITAL PARTNERS LTD","085","JCP","SS","15,000","35.44","900.00","0.060"
"07/20/2012","BALYASNY ASSET MGMT     ","044","AAP","C","10,000","72.55","500.00","0.050"
"02/09/2012","BALYASNY ASSET MGMT     ","044","AAP","SS","20,000","80.08","1,000.00","0.050"
"06/14/2012","BALYASNY ASSET MGMT     ","044","ACCO","S","30,000","9.62","1,200.00","0.040"
"06/19/2012","BALYASNY ASSET MGMT     ","044","ACCO","S","10,000","10.55","500.00","0.050"
"08/09/2012","BALYASNY ASSET MGMT     ","044","AEO","S","25,000","21.39","1,250.00","0.050"
"10/23/2012","BALYASNY ASSET MGMT     ","044","AEO","S","20,000","20.53","1,000.00","0.000"
"11/14/2012","BALYASNY ASSET MGMT     ","044","AEO","S","30,000","19.45","1,500.00","0.000"
"08/23/2012","BALYASNY ASSET MGMT     ","044","AGN","S","45,000","84.98","2,250.00","0.000"
"10/04/2012","BALYASNY ASSET MGMT     ","044","ANF","B","10,000","32.46","500.00","0.000"
"01/03/2012","BALYASNY ASSET MGMT     ","044","ANN","C","30,000","25.09","1,500.00","0.050"
"01/24/2012","BALYASNY ASSET MGMT     ","044","ANN","C","25,000","23.99","1,250.00","0.050"
"09/21/2012","BALYASNY ASSET MGMT     ","044","ANN","S","25,000","38.90","1,250.00","0.000"
"01/25/2012","BALYASNY ASSET MGMT     ","044","ANN","SS","30,000","24.46","1,500.00","0.050"
"02/07/2012","BALYASNY ASSET MGMT     ","044","ARCO","C","800","21.99","40.00","0.050"
"02/08/2012","BALYASNY ASSET MGMT     ","044","ARCO","C","24,200","21.00","1,210.00","0.050"
"10/16/2012","BALYASNY ASSET MGMT     ","044","ARCO","C","79,632","15.19","3,981.60","0.000"
"11/02/2012","BALYASNY ASSET MGMT     ","044","ARCO","C","50,000","12.50","2,500.00","0.000"
"02/06/2012","BALYASNY ASSET MGMT     ","044","ARCO","SS","20,000","22.93","1,000.00","0.050"
"03/07/2012","BALYASNY ASSET MGMT     ","044","ARO","S","20,000","18.72","1,000.00","0.050"
"03/08/2012","BALYASNY ASSET MGMT     ","044","ASNA","B","15,000","41.90","750.00","0.050"
"04/16/2012","BALYASNY ASSET MGMT     ","044","ASNA","B","20,000","20.91","1,000.00","0.050"
"05/04/2012","BALYASNY ASSET MGMT     ","044","ASNA","B","20,000","21.59","1,000.00","0.050"
"05/24/2012","BALYASNY ASSET MGMT     ","044","ASNA","B","25,000","19.28","1,250.00","0.050"
"10/04/2012","BALYASNY ASSET MGMT     ","044","ASNA","C","25,500","20.88","1,275.00","0.000"
"01/11/2012","BALYASNY ASSET MGMT     ","044","ASNA","S","20,000","33.49","1,000.00","0.050"
"01/18/2012","BALYASNY ASSET MGMT     ","044","ASNA","S","10,000","35.09","500.00","0.050"
"01/26/2012","BALYASNY ASSET MGMT     ","044","ASNA","S","10,000","34.99","500.00","0.050"
"03/20/2012","BALYASNY ASSET MGMT     ","044","ASNA","S","10,000","44.42","500.00","0.050"
"09/27/2012","BALYASNY ASSET MGMT     ","044","AXL","B","103,426","11.17","5,171.30","0.000"
"09/28/2012","BALYASNY ASSET MGMT     ","044","AXL","B","50,000","11.41","2,500.00","0.000"
"06/27/2012","BALYASNY ASSET MGMT     ","044","AXL","S","50,000","9.80","2,000.00","0.040"
"10/25/2012","BALYASNY ASSET MGMT     ","044","BC","S","30,100","22.00","1,505.00","0.000"
"07/18/2012","BALYASNY ASSET MGMT     ","044","BJRI","SS","10,000","40.90","500.00","0.050"
"10/24/2012","BALYASNY ASSET MGMT     ","044","BJRI","SS","15,000","38.20","750.00","0.000"
"01/24/2012","BALYASNY ASSET MGMT     ","044","BMS","B","15,000","30.01","750.00","0.050"
"01/04/2012","BALYASNY ASSET MGMT     ","044","BWA","SS","20,000","66.04","1,000.00","0.050"
"06/12/2012","BALYASNY ASSET MGMT     ","044","BWLD","C","6,800","80.34","340.00","0.050"
"07/18/2012","BALYASNY ASSET MGMT     ","044","BWLD","C","17,249","85.60","862.45","0.050"
"08/29/2012","BALYASNY ASSET MGMT     ","044","CAR","SS","25,000","17.13","1,250.00","0.000"
"08/16/2012","BALYASNY ASSET MGMT     ","044","CBST","S","7,500","43.14","375.00","0.050"
"07/13/2012","BALYASNY ASSET MGMT     ","044","CELG","SS","10,000","64.05","500.00","0.050"
"09/21/2012","BALYASNY ASSET MGMT     ","044","CHRW","B","25,000","57.38","1,250.00","0.000"
"10/19/2012","BALYASNY ASSET MGMT     ","044","CHS","S","50,000","19.07","2,500.00","0.000"
"10/03/2012","BALYASNY ASSET MGMT     ","044","CNI","SS","15,000","88.74","750.00","0.050"
"08/29/2012","BALYASNY ASSET MGMT     ","044","COST","S","10,000","96.98","500.00","0.000"
"10/03/2012","BALYASNY ASSET MGMT     ","044","CP","B","15,000","85.88","750.00","0.050"
"02/07/2012","BALYASNY ASSET MGMT     ","044","CROX","S","15,000","20.25","750.00","0.050"
"08/30/2012","BALYASNY ASSET MGMT     ","044","DAN","B","21,332","13.63","1,066.60","0.000"
"04/11/2012","BALYASNY ASSET MGMT     ","044","DAN","SS","50,000","14.13","2,500.00","0.050"
"08/09/2012","BALYASNY ASSET MGMT     ","044","DDS","B","900","74.00","45.00","0.050"
"10/19/2012","BALYASNY ASSET MGMT     ","044","DDS","B","10,000","76.82","500.00","0.000"
"08/06/2012","BALYASNY ASSET MGMT     ","044","DDS","S","10,000","69.05","500.00","0.050"
"07/18/2012","BALYASNY ASSET MGMT     ","044","DECK","C","10,000","46.81","500.00","0.050"
"02/24/2012","BALYASNY ASSET MGMT     ","044","DKS","C","15,000","44.80","750.00","0.050"
"02/23/2012","BALYASNY ASSET MGMT     ","044","DKS","SS","10,000","45.42","500.00","0.050"
"05/15/2012","BALYASNY ASSET MGMT     ","044","DLPH","B","15,000","27.75","750.00","0.050"
"08/29/2012","BALYASNY ASSET MGMT     ","044","DLTR","S","25,000","48.60","1,250.00","0.000"
"06/12/2012","BALYASNY ASSET MGMT     ","044","DNKN","S","10,000","33.81","500.00","0.050"
"12/05/2012","BALYASNY ASSET MGMT     ","044","DPZ","C","3,104","40.44","155.20","0.000"
"01/18/2012","BALYASNY ASSET MGMT     ","044","DPZ","S","21,500","32.40","1,075.00","0.050"
"04/03/2012","BALYASNY ASSET MGMT     ","044","DPZ","SS","12,900","37.15","645.00","0.050"
"10/15/2012","BALYASNY ASSET MGMT     ","044","DPZ","SS","10,000","38.51","500.00","0.000"
"12/05/2012","BALYASNY ASSET MGMT     ","044","DSW","B","10,000","68.50","500.00","0.000"
"08/06/2012","BALYASNY ASSET MGMT     ","044","DSW","SS","10,000","59.73","500.00","0.050"
"02/21/2012","BALYASNY ASSET MGMT     ","044","EAT","B","25,000","28.23","1,250.00","0.050"
"02/23/2012","BALYASNY ASSET MGMT     ","044","EAT","B","20,000","27.00","1,000.00","0.050"
"08/29/2012","BALYASNY ASSET MGMT     ","044","EAT","S","10,000","34.79","500.00","0.000"
"05/01/2012","BALYASNY ASSET MGMT     ","044","F","B","75,000","11.27","3,750.00","0.050"
"04/27/2012","BALYASNY ASSET MGMT     ","044","F","C","50,000","11.99","2,500.00","0.050"
"05/03/2012","BALYASNY ASSET MGMT     ","044","F","C","150,000","10.94","7,500.00","0.050"
"03/29/2012","BALYASNY ASSET MGMT     ","044","F","SS","100,000","12.31","5,000.00","0.050"
"12/31/2012","BALYASNY ASSET MGMT     ","044","F","SS","177,800","12.83","8,890.00","0.000"
"10/09/2012","BALYASNY ASSET MGMT     ","044","FCX","S","5,084","41.40","254.20","0.000"
"09/24/2012","BALYASNY ASSET MGMT     ","044","FDO","B","30,000","64.90","1,500.00","0.000"
"10/02/2012","BALYASNY ASSET MGMT     ","044","GE","B","100,000","22.73","5,000.00","0.000"
"10/03/2012","BALYASNY ASSET MGMT     ","044","GE","S","170,900","22.80","8,545.00","0.050"
"11/06/2012","BALYASNY ASSET MGMT     ","044","GM","B","22,229","25.59","1,111.45","0.000"
"01/09/2012","BALYASNY ASSET MGMT     ","044","GM","C","25,000","22.93","1,250.00","0.050"
"02/03/2012","BALYASNY ASSET MGMT     ","044","GM","C","50,000","25.98","2,500.00","0.050"
"03/15/2012","BALYASNY ASSET MGMT     ","044","GM","C","50,000","26.03","2,500.00","0.050"
"06/29/2012","BALYASNY ASSET MGMT     ","044","GM","S","44,800","19.70","2,240.00","0.050"
"01/10/2012","BALYASNY ASSET MGMT     ","044","GM","SS","75,000","23.13","3,750.00","0.050"
"01/27/2012","BALYASNY ASSET MGMT     ","044","GM","SS","50,000","24.14","2,500.00","0.050"
"01/31/2012","BALYASNY ASSET MGMT     ","044","GM","SS","50,000","24.30","2,500.00","0.050"
"04/13/2012","BALYASNY ASSET MGMT     ","044","GM","SS","50,000","23.81","2,500.00","0.050"
"04/19/2012","BALYASNY ASSET MGMT     ","044","GM","SS","50,000","24.14","2,500.00","0.050"
"07/18/2012","BALYASNY ASSET MGMT     ","044","GM","SS","50,000","20.10","2,500.00","0.050"
"06/05/2012","BALYASNY ASSET MGMT     ","044","GNTX","C","25,000","21.08","1,250.00","0.050"
"10/23/2012","BALYASNY ASSET MGMT     ","044","GPS","SS","20,000","35.30","1,000.00","0.000"
"10/03/2012","BALYASNY ASSET MGMT     ","044","GT","B","50,000","12.42","2,500.00","0.050"
"10/12/2012","BALYASNY ASSET MGMT     ","044","GT","B","25,000","12.29","1,250.00","0.000"
"10/09/2012","BALYASNY ASSET MGMT     ","044","GT","S","50,000","12.50","2,500.00","0.000"
"10/11/2012","BALYASNY ASSET MGMT     ","044","GT","S","50,000","12.70","2,500.00","0.000"
"01/19/2012","BALYASNY ASSET MGMT     ","044","HAR","SS","25,000","44.27","1,250.00","0.050"
"07/18/2012","BALYASNY ASSET MGMT     ","044","HAS","C","15,000","33.13","750.00","0.050"
"08/09/2012","BALYASNY ASSET MGMT     ","044","HD","C","30,000","52.65","1,500.00","0.050"
"07/18/2012","BALYASNY ASSET MGMT     ","044","HOG","B","10,000","43.36","500.00","0.050"
"02/21/2012","BALYASNY ASSET MGMT     ","044","HOG","S","10,000","46.17","500.00","0.050"
"08/30/2012","BALYASNY ASSET MGMT     ","044","HOT","SS","21,599","54.72","1,079.95","0.000"
"06/12/2012","BALYASNY ASSET MGMT     ","044","HTZ","B","25,000","12.24","1,250.00","0.050"
"02/23/2012","BALYASNY ASSET MGMT     ","044","HTZ","S","10,000","14.32","500.00","0.050"
"12/05/2012","BALYASNY ASSET MGMT     ","044","HTZ","S","30,000","15.92","1,500.00","0.000"
"10/23/2012","BALYASNY ASSET MGMT     ","044","IP","B","25,000","36.82","1,250.00","0.000"
"10/25/2012","BALYASNY ASSET MGMT     ","044","IP","B","25,000","35.36","1,250.00","0.000"
"11/01/2012","BALYASNY ASSET MGMT     ","044","IP","B","25,000","36.93","1,250.00","0.000"
"01/18/2012","BALYASNY ASSET MGMT     ","044","IP","S","50,000","32.07","2,500.00","0.050"
"10/11/2012","BALYASNY ASSET MGMT     ","044","IP","S","50,000","37.17","2,500.00","0.000"
"10/16/2012","BALYASNY ASSET MGMT     ","044","IP","S","50,000","38.15","2,500.00","0.000"
"10/18/2012","BALYASNY ASSET MGMT     ","044","IP","S","25,000","38.17","1,250.00","0.000"
"10/26/2012","BALYASNY ASSET MGMT     ","044","IP","S","25,000","35.59","1,250.00","0.000"
"11/06/2012","BALYASNY ASSET MGMT     ","044","IP","S","40,000","35.71","2,000.00","0.000"
"01/20/2012","BALYASNY ASSET MGMT     ","044","IP","SS","25,000","32.01","1,250.00","0.050"
"01/24/2012","BALYASNY ASSET MGMT     ","044","IP","SS","30,000","32.24","1,500.00","0.050"
"01/25/2012","BALYASNY ASSET MGMT     ","044","IP","SS","30,000","31.39","1,500.00","0.050"
"01/26/2012","BALYASNY ASSET MGMT     ","044","IP","SS","25,000","31.49","1,250.00","0.050"
"02/02/2012","BALYASNY ASSET MGMT     ","044","IP","SS","15,000","31.69","750.00","0.050"
"02/06/2012","BALYASNY ASSET MGMT     ","044","IP","SS","30,000","31.35","1,500.00","0.050"
"03/16/2012","BALYASNY ASSET MGMT     ","044","IP","SS","45,000","35.51","2,250.00","0.050"
"03/19/2012","BALYASNY ASSET MGMT     ","044","IP","SS","25,000","35.44","1,250.00","0.050"
"05/03/2012","BALYASNY ASSET MGMT     ","044","IP","SS","25,000","33.13","1,250.00","0.050"
"05/24/2012","BALYASNY ASSET MGMT     ","044","IP","SS","15,000","30.02","750.00","0.050"
"07/12/2012","BALYASNY ASSET MGMT     ","044","JAZZ","B","5,000","44.35","250.00","0.050"
"01/04/2012","BALYASNY ASSET MGMT     ","044","JCI","SS","50,000","32.60","2,500.00","0.050"
"01/11/2012","BALYASNY ASSET MGMT     ","044","JCI","SS","10,000","34.05","500.00","0.050"
"08/30/2012","BALYASNY ASSET MGMT     ","044","JCP","B","19,864","26.02","993.20","0.000"
"06/28/2012","BALYASNY ASSET MGMT     ","044","JCP","C","15,000","22.09","750.00","0.050"
"08/30/2012","BALYASNY ASSET MGMT     ","044","JCP","C","20,000","26.25","1,000.00","0.000"
"01/03/2012","BALYASNY ASSET MGMT     ","044","JCP","SS","10,000","34.94","500.00","0.050"
"08/29/2012","BALYASNY ASSET MGMT     ","044","JCP","SS","25,000","26.62","1,250.00","0.000"
"10/01/2012","BALYASNY ASSET MGMT     ","044","JWN","B","30,000","55.66","1,500.00","0.000"
"11/30/2012","BALYASNY ASSET MGMT     ","044","JWN","C","25,000","54.13","1,250.00","0.000"
"09/04/2012","BALYASNY ASSET MGMT     ","044","JWN","S","20,500","57.27","1,025.00","0.000"
"06/22/2012","BALYASNY ASSET MGMT     ","044","JWN","SS","10,000","48.31","500.00","0.050"
"02/23/2012","BALYASNY ASSET MGMT     ","044","KSS","C","20,000","49.73","1,000.00","0.050"
"04/17/2012","BALYASNY ASSET MGMT     ","044","KSS","SS","20,000","51.31","1,000.00","0.050"
"08/08/2012","BALYASNY ASSET MGMT     ","044","KSS","SS","25,000","52.01","1,250.00","0.050"
"08/06/2012","BALYASNY ASSET MGMT     ","044","LNCE","SS","10,000","22.98","500.00","0.050"
"08/29/2012","BALYASNY ASSET MGMT     ","044","LTD","B","10,000","47.67","500.00","0.000"
"02/28/2012","BALYASNY ASSET MGMT     ","044","LTD","C","40,000","47.10","2,000.00","0.050"
"12/03/2012","BALYASNY ASSET MGMT     ","044","LTD","C","10,000","51.51","500.00","0.000"
"04/30/2012","BALYASNY ASSET MGMT     ","044","LTD","SS","25,000","49.95","1,250.00","0.050"
"10/03/2012","BALYASNY ASSET MGMT     ","044","LTD","SS","40,000","50.21","2,000.00","0.050"
"08/23/2012","BALYASNY ASSET MGMT     ","044","LULU","SS","10,000","63.97","500.00","0.000"
"08/27/2012","BALYASNY ASSET MGMT     ","044","LULU","SS","10,000","64.21","500.00","0.000"
"09/06/2012","BALYASNY ASSET MGMT     ","044","LULU","SS","26,000","68.37","1,300.00","0.000"
"11/27/2012","BALYASNY ASSET MGMT     ","044","LVS","S","50,000","46.29","2,500.00","0.000"
"04/18/2012","BALYASNY ASSET MGMT     ","044","M","B","20,000","39.77","1,000.00","0.050"
"09/17/2012","BALYASNY ASSET MGMT     ","044","M","B","55,000","39.15","2,750.00","0.000"
"09/19/2012","BALYASNY ASSET MGMT     ","044","M","B","30,000","38.71","1,500.00","0.000"
"09/28/2012","BALYASNY ASSET MGMT     ","044","M","B","25,000","37.11","1,250.00","0.000"
"10/24/2012","BALYASNY ASSET MGMT     ","044","M","B","20,000","38.90","1,000.00","0.000"
"10/26/2012","BALYASNY ASSET MGMT     ","044","M","B","20,000","38.25","1,000.00","0.000"
"02/15/2012","BALYASNY ASSET MGMT     ","044","M","S","20,000","35.41","1,000.00","0.050"
"08/16/2012","BALYASNY ASSET MGMT     ","044","M","S","10,000","38.58","500.00","0.050"
"08/30/2012","BALYASNY ASSET MGMT     ","044","MAR","SS","10,000","37.61","500.00","0.000"
"09/24/2012","BALYASNY ASSET MGMT     ","044","MCD","C","10,000","93.54","500.00","0.000"
"09/21/2012","BALYASNY ASSET MGMT     ","044","MCD","SS","10,000","93.56","500.00","0.000"
"01/25/2012","BALYASNY ASSET MGMT     ","044","MMM","SS","30,000","85.63","1,500.00","0.050"
"08/30/2012","BALYASNY ASSET MGMT     ","044","MW","B","15,000","31.36","750.00","0.000"
"03/01/2012","BALYASNY ASSET MGMT     ","044","MW","S","10,000","39.80","500.00","0.050"
"04/09/2012","BALYASNY ASSET MGMT     ","044","MW","S","10,000","38.30","500.00","0.050"
"08/07/2012","BALYASNY ASSET MGMT     ","044","MW","S","20,000","29.03","1,000.00","0.050"
"08/16/2012","BALYASNY ASSET MGMT     ","044","MYGN","C","5,000","24.13","250.00","0.050"
"01/27/2012","BALYASNY ASSET MGMT     ","044","OI","C","50,000","24.57","2,500.00","0.050"
"04/10/2012","BALYASNY ASSET MGMT     ","044","OI","C","25,000","22.51","1,250.00","0.050"
"03/23/2012","BALYASNY ASSET MGMT     ","044","OI","SS","10,000","23.42","500.00","0.050"
"09/04/2012","BALYASNY ASSET MGMT     ","044","PENN","B","25,000","39.03","1,250.00","0.000"
"08/15/2012","BALYASNY ASSET MGMT     ","044","PFE","B","25,000","24.09","1,250.00","0.050"
"08/16/2012","BALYASNY ASSET MGMT     ","044","PFE","S","20,000","24.04","1,000.00","0.050"
"09/04/2012","BALYASNY ASSET MGMT     ","044","PII","SS","20,000","75.36","1,000.00","0.000"
"03/05/2012","BALYASNY ASSET MGMT     ","044","PKG","B","25,000","29.67","1,250.00","0.050"
"11/01/2012","BALYASNY ASSET MGMT     ","044","PKG","B","50,000","36.46","2,500.00","0.000"
"01/23/2012","BALYASNY ASSET MGMT     ","044","PKG","S","25,000","26.57","1,250.00","0.050"
"09/28/2012","BALYASNY ASSET MGMT     ","044","PLCE","S","34,755","59.68","1,737.75","0.000"
"10/05/2012","BALYASNY ASSET MGMT     ","044","PLCE","SS","21,100","60.91","1,055.00","0.000"
"09/26/2012","BALYASNY ASSET MGMT     ","044","PLL","SS","20,000","63.16","1,000.00","0.000"
"10/09/2012","BALYASNY ASSET MGMT     ","044","PNR","S","50,000","45.14","2,500.00","0.000"
"11/09/2012","BALYASNY ASSET MGMT     ","044","PVH","B","10,000","109.33","500.00","0.000"
"01/23/2012","BALYASNY ASSET MGMT     ","044","RKT","S","30,000","66.18","1,500.00","0.050"
"02/02/2012","BALYASNY ASSET MGMT     ","044","RKT","SS","15,000","63.81","750.00","0.050"
"11/01/2012","BALYASNY ASSET MGMT     ","044","RKT","SS","10,000","73.77","500.00","0.000"
"06/13/2012","BALYASNY ASSET MGMT     ","044","RL","C","10,100","141.01","505.00","0.050"
"11/07/2012","BALYASNY ASSET MGMT     ","044","RL","C","12,011","156.44","600.55","0.000"
"08/30/2012","BALYASNY ASSET MGMT     ","044","ROST","SS","18,259","69.54","912.95","0.000"
"12/05/2012","BALYASNY ASSET MGMT     ","044","SBUX","B","10,000","50.16","500.00","0.000"
"09/12/2012","BALYASNY ASSET MGMT     ","044","SBUX","C","30,000","51.25","1,500.00","0.000"
"01/04/2012","BALYASNY ASSET MGMT     ","044","SBUX","S","10,000","46.27","500.00","0.050"
